,measure,Product_ID,Recipe_ID,normal_count,median,lower_warning,upper_warning
79,Surface_Roughness,PKG_C,RCP_8,1692,0.5831,0.5047,0.6651995
80,Surface_Roughness,PKG_C,RCP_9,1784,0.58075,0.5031789999999999,0.6641085
81,Surface_Roughness,PKG_D,RCP_1,1706,0.58195,0.4996975,0.6725749999999999
82,Surface_Roughness,PKG_D,RCP_2,1611,0.5815,0.504255,0.6648750000000001
83,Surface_Roughness,PKG_D,RCP_3,1671,0.5819,0.506835,0.6654100000000002
84,Surface_Roughness,PKG_D,RCP_4,1595,0.5853,0.5071019999999999,0.665915
85,Surface_Roughness,PKG_D,RCP_5,1681,0.5841,0.5044,0.67166
86,Surface_Roughness,PKG_D,RCP_6,1690,0.58235,0.5010344999999999,0.6648990000000001
87,Surface_Roughness,PKG_D,RCP_7,1655,0.5824,0.5007,0.665184
88,Surface_Roughness,PKG_D,RCP_8,1625,0.584,0.501016,0.6634679999999998
89,Surface_Roughness,PKG_D,RCP_9,1730,0.58205,0.49538699999999997,0.6636775
90,Surface_Roughness,PKG_E,RCP_1,1697,0.5822,0.507628,0.6735879999999999
91,Surface_Roughness,PKG_E,RCP_2,1692,0.5833,0.501437,0.6619085000000001
92,Surface_Roughness,PKG_E,RCP_3,1680,0.58325,0.495216,0.667594
93,Surface_Roughness,PKG_E,RCP_4,1731,0.5822,0.50401,0.6654749999999999
94,Surface_Roughness,PKG_E,RCP_5,1670,0.5829,0.509383,0.6672514999999999
95,Surface_Roughness,PKG_E,RCP_6,1666,0.5829,0.50127,0.6709524999999998
96,Surface_Roughness,PKG_E,RCP_7,1656,0.583,0.5015025,0.6671749999999997
97,Surface_Roughness,PKG_E,RCP_8,1758,0.5828,0.50617,0.6671579999999999
98,Surface_Roughness,PKG_E,RCP_9,1697,0.5854,0.500696,0.669256
99,Surface_Roughness,PKG_F,RCP_1,1758,0.58255,0.49849150000000003,0.6668934999999999
100,Surface_Roughness,PKG_F,RCP_2,1691,0.5832,0.50467,0.6690499999999998
101,Surface_Roughness,PKG_F,RCP_3,1674,0.58365,0.505246,0.671589
102,Surface_Roughness,PKG_F,RCP_4,1788,0.58205,0.503748,0.6657585
103,Surface_Roughness,PKG_F,RCP_5,1673,0.583,0.501904,0.6633960000000002
104,Surface_Roughness,PKG_F,RCP_6,1695,0.5852,0.500629,0.663259
105,Surface_Roughness,PKG_F,RCP_7,1674,0.58375,0.4929475,0.660489
106,Surface_Roughness,PKG_F,RCP_8,1724,0.58345,0.505414,0.6688704999999999
107,Surface_Roughness,PKG_F,RCP_9,1611,0.5836,0.504505,0.66539
