dataset,variant,column,n_group,n_rest,cliffs_delta,p_value,note
original,A_jh_primary_vs_rest,Laser_Head_Remain_Time,6455,93545,-0.0064,0.38818657712232274,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
original,A_jh_primary_vs_rest,Vibration,6455,93545,0.2195,7.801433771618284e-192,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
original,A_jh_primary_vs_rest,Kerf_Width_Profile,6455,93545,0.0202,0.006505828766399094,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
original,A_jh_primary_vs_rest,Top_Kerf,6455,93545,0.0303,4.448682965896392e-05,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
original,A_jh_primary_vs_rest,Bottom_Kerf,6455,93545,0.0334,7.12829810164294e-06,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
original,A_jh_primary_vs_rest,Kerf_Angle,6455,93545,-0.0045,0.5421063731692312,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
original,A_jh_primary_vs_rest,Groove_Depth,6455,93545,-0.0098,0.18711772888297462,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
original,A_jh_primary_vs_rest,Package_Size_1,6455,93545,-0.0081,0.2754614869641029,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
original,A_jh_primary_vs_rest,Package_Size_2,6455,93545,-0.0029,0.6946302133716291,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
original,A_jh_primary_vs_rest,Package_Size_3,6455,93545,-0.0041,0.5833325379582902,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
original,A_jh_primary_vs_rest,Package_Size_4,6455,93545,0.0118,0.11290329102782003,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
original,A_jh_primary_vs_rest,Coating_Thickness,6455,93545,0.0028,0.7078764113943006,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
original,A_jh_primary_vs_rest,Coating_Uniformity,6455,93545,0.0057,0.44584774736169464,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
original,A_jh_primary_vs_rest,Cutting_Offset,6455,93545,0.0071,0.3366366672155452,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
original,A_jh_primary_vs_rest,Surface_Roughness,6455,93545,0.7156,0.0,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
original,A_jh_primary_vs_rest,Cooling_Thermal_Load,6455,93545,-0.0,0.9979928506352448,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
original,A_jh_primary_vs_rest,Laser_Cleaning_Demand,6455,93545,-0.0151,0.04229687901238092,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
original,A_jh_primary_vs_rest,Cleaning_Capacity,6455,93545,0.0009,0.8991661052854938,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
original,A_jh_primary_vs_rest,Cleaning_Load_Ratio,6455,93545,-0.0036,0.6266786662495056,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
original,A_jh_primary_vs_rest,Maintenance_Count,6455,93545,-0.0142,0.05502897373524426,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
original,B_jun_pure_vs_notpure,Laser_Power,6450,93550,-0.0129,0.0820023192041074,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Power_Efficiency,6450,93550,-0.0195,0.008762395550160526,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Laser_Centering_Position,6450,93550,0.0074,0.3205153244695095,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Laser_Current,6450,93550,-0.0051,0.49194964813624864,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Laser_Voltage,6450,93550,-0.0012,0.8696346998744073,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Beam_Diameter,6450,93550,0.0052,0.480722205932377,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Feed_Speed,6450,93550,0.0026,0.7285094692524332,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Frequency,6450,93550,-0.0043,0.5638501207745661,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Alignment_Time,6450,93550,0.0142,0.055498082271902324,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Process_Time,6450,93550,0.0059,0.4282568111101064,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Cutting_X_Index,6450,93550,-0.0027,0.7140158043640986,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Cutting_Y_Index,6450,93550,-0.0106,0.1541052693773135,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Head_Temp,6450,93550,0.0176,0.01766228032896928,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Cooling_Flow,6450,93550,-0.0168,0.023737336527306776,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Cooling_Water_Temp,6450,93550,-0.012,0.10562968517625691,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Focus,6450,93550,0.008,0.2818961601462029,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,CLN_Flow,6450,93550,-0.0008,0.9132203560866203,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,CLN_Pressure,6450,93550,0.0116,0.11881640392190061,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,CLN_Time,6450,93550,-0.0026,0.7260690956405429,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Coating_Flow,6450,93550,0.0046,0.5352047034409722,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Laser_Head_Remain_Time,6450,93550,-0.0065,0.3820171304533829,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Vibration,6450,93550,0.2192,3.274084734830345e-191,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Kerf_Width_Profile,6450,93550,0.0197,0.007960445924930545,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Top_Kerf,6450,93550,0.03,5.294244879951131e-05,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Bottom_Kerf,6450,93550,0.0328,1.0218946643002525e-05,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Kerf_Angle,6450,93550,-0.0046,0.5340350891493375,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Groove_Depth,6450,93550,-0.0095,0.19990667339558377,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Package_Size_1,6450,93550,-0.0081,0.2729360646789738,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Package_Size_2,6450,93550,-0.0027,0.7181930982228506,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Package_Size_3,6450,93550,-0.0044,0.5565035307515396,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Package_Size_4,6450,93550,0.0113,0.1282308031938784,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Coating_Thickness,6450,93550,0.0028,0.7061463375142959,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Coating_Uniformity,6450,93550,0.0054,0.46991238722913165,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Cutting_Offset,6450,93550,0.0067,0.3662507496261247,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Surface_Roughness,6450,93550,0.7154,0.0,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Cooling_Thermal_Load,6450,93550,0.0,0.9950897556468294,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Laser_Cleaning_Demand,6450,93550,-0.0148,0.04609576196416104,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Cleaning_Capacity,6450,93550,0.0009,0.902923895054309,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Cleaning_Load_Ratio,6450,93550,-0.0035,0.6359927839935433,승준님 방법 G — unified_full_methodology.py:253
original,B_jun_pure_vs_notpure,Maintenance_Count,6450,93550,-0.0141,0.05743945389020745,승준님 방법 G — unified_full_methodology.py:253
original,C_keep_pure_vs_clean,Laser_Power,6450,92517,-0.0127,0.08792841663295817,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Power_Efficiency,6450,92517,-0.0196,0.00827959976655997,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Laser_Centering_Position,6450,92517,0.0074,0.3211865249859208,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Laser_Current,6450,92517,-0.0053,0.47955706138734355,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Laser_Voltage,6450,92517,-0.0013,0.8631945813405716,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Beam_Diameter,6450,92517,0.005,0.497542883045052,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Feed_Speed,6450,92517,0.0027,0.7179009173570765,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Frequency,6450,92517,-0.0044,0.5543664508936335,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Alignment_Time,6450,92517,0.0144,0.05261482751150165,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Process_Time,6450,92517,0.0057,0.44213447713381604,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Cutting_X_Index,6450,92517,-0.0026,0.7285268664682736,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Cutting_Y_Index,6450,92517,-0.0102,0.16962746830439934,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Head_Temp,6450,92517,0.0175,0.018858108182076314,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Cooling_Flow,6450,92517,-0.0164,0.02724252239543971,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Cooling_Water_Temp,6450,92517,-0.0121,0.10385188759871539,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Focus,6450,92517,0.008,0.28070543122360625,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,CLN_Flow,6450,92517,-0.0021,0.7765860441454056,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,CLN_Pressure,6450,92517,0.006,0.42043715064157416,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,CLN_Time,6450,92517,-0.0029,0.6961321136030039,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Coating_Flow,6450,92517,0.0044,0.5511467310107446,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Laser_Head_Remain_Time,6450,92517,-0.0065,0.38128547104158783,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Vibration,6450,92517,0.2191,7.222672323304048e-191,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Kerf_Width_Profile,6450,92517,0.0199,0.007322885043030309,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Top_Kerf,6450,92517,0.0301,5.073260713770355e-05,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Bottom_Kerf,6450,92517,0.0328,1.0159000713123561e-05,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Kerf_Angle,6450,92517,-0.0046,0.5340979860630238,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Groove_Depth,6450,92517,-0.0093,0.20949003008161415,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Package_Size_1,6450,92517,-0.0081,0.27326930953739526,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Package_Size_2,6450,92517,-0.0023,0.7530848658414798,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Package_Size_3,6450,92517,-0.0046,0.5392819829312216,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Package_Size_4,6450,92517,0.0112,0.1308259068471248,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Coating_Thickness,6450,92517,-0.0005,0.9424252619762589,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Coating_Uniformity,6450,92517,0.0049,0.5087169275354065,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Cutting_Offset,6450,92517,0.0069,0.35528409808413763,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Surface_Roughness,6450,92517,0.7148,0.0,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Cooling_Thermal_Load,6450,92517,-0.0003,0.9713809456502853,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Laser_Cleaning_Demand,6450,92517,-0.0145,0.05043509542263077,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Cleaning_Capacity,6450,92517,-0.0012,0.8718601895073532,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Cleaning_Load_Ratio,6450,92517,-0.0014,0.8482844847405672,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,C_keep_pure_vs_clean,Maintenance_Count,6450,92517,-0.0143,0.054256111149346045,keep 마스크 보정 — 다른 defect 있는 행 제외 (:498의 keep)
original,D_primary_vs_ok_only,Laser_Power,6455,90783,-0.0123,0.09709881747197643,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Power_Efficiency,6455,90783,-0.0197,0.007959356520955776,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Laser_Centering_Position,6455,90783,0.0078,0.2941780797302417,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Laser_Current,6455,90783,-0.0052,0.4875327587436412,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Laser_Voltage,6455,90783,-0.0017,0.8162751605128118,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Beam_Diameter,6455,90783,0.0056,0.4538389762921714,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Feed_Speed,6455,90783,0.0036,0.6325826373575553,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Frequency,6455,90783,-0.0002,0.9793455406187603,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Alignment_Time,6455,90783,0.0148,0.04595553326832095,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Process_Time,6455,90783,0.0059,0.4247512077036524,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Cutting_X_Index,6455,90783,-0.0027,0.7184338668583075,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Cutting_Y_Index,6455,90783,-0.0105,0.15817341804267948,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Head_Temp,6455,90783,0.0169,0.023120447730583013,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Cooling_Flow,6455,90783,-0.0169,0.022804063004712126,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Cooling_Water_Temp,6455,90783,-0.012,0.10615848959573049,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Focus,6455,90783,0.0075,0.31038656267925846,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,CLN_Flow,6455,90783,-0.0047,0.5233599294826402,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,CLN_Pressure,6455,90783,-0.0022,0.7703641218465054,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,CLN_Time,6455,90783,-0.0027,0.7168847979247603,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Coating_Flow,6455,90783,0.0046,0.5323977544630419,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Laser_Head_Remain_Time,6455,90783,-0.0068,0.35772509241812167,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Vibration,6455,90783,0.2202,1.259207702390668e-192,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Kerf_Width_Profile,6455,90783,0.0211,0.004558153442515756,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Top_Kerf,6455,90783,0.031,3.0237636290343486e-05,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Bottom_Kerf,6455,90783,0.034,4.841068297419336e-06,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Kerf_Angle,6455,90783,-0.0047,0.5307779275477174,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Groove_Depth,6455,90783,-0.0095,0.19928325006602254,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Package_Size_1,6455,90783,-0.0081,0.27562685943872167,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Package_Size_2,6455,90783,-0.0022,0.7652863107984419,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Package_Size_3,6455,90783,-0.004,0.5886814149557391,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Package_Size_4,6455,90783,0.0119,0.10819426819416336,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Coating_Thickness,6455,90783,-0.0043,0.5650246388687973,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Coating_Uniformity,6455,90783,0.005,0.5047619379637354,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Cutting_Offset,6455,90783,0.007,0.34391495182768916,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Surface_Roughness,6455,90783,0.7173,0.0,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Cooling_Thermal_Load,6455,90783,0.0001,0.9921985480163359,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Laser_Cleaning_Demand,6455,90783,-0.0145,0.05160605090678751,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Cleaning_Capacity,6455,90783,-0.004,0.591983687279011,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Cleaning_Load_Ratio,6455,90783,0.0013,0.8580196623258677,대호님 규약 — 정상군 = NG_Code=='OK'
original,D_primary_vs_ok_only,Maintenance_Count,6455,90783,-0.0147,0.048246940456686295,대호님 규약 — 정상군 = NG_Code=='OK'
r1,A_jh_primary_vs_rest,Laser_Power,4841,95159,0.1551,2.618945892515004e-74,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Power_Efficiency,4841,95159,0.1572,2.8422642860821127e-76,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Laser_Centering_Position,4841,95159,-0.1332,3.1061693678681302e-55,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Laser_Current,4841,95159,-0.0069,0.4154550355760386,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Laser_Voltage,4841,95159,-0.003,0.7263878656566565,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Beam_Diameter,4841,95159,-0.0018,0.831012229716665,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Feed_Speed,4841,95159,-0.0169,0.046994203058209616,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Frequency,4841,95159,0.0084,0.32619924514874443,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Alignment_Time,4841,95159,-0.0066,0.43966002184232256,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Process_Time,4841,95159,-0.0057,0.499325556176206,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Cutting_X_Index,4841,95159,0.0029,0.7375098430001941,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Cutting_Y_Index,4841,95159,0.0069,0.4189096607830124,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Head_Temp,4841,95159,-0.111,6.291818736695114e-39,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Cooling_Flow,4841,95159,0.0628,1.5218008199662957e-13,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Cooling_Water_Temp,4841,95159,0.0054,0.5220138086481427,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Focus,4841,95159,-0.122,1.2713112095954356e-46,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,CLN_Flow,4841,95159,-0.0181,0.03312624668711252,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,CLN_Pressure,4841,95159,0.0155,0.06891283361619548,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,CLN_Time,4841,95159,0.0138,0.10557022801461197,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Coating_Flow,4841,95159,0.0153,0.07176853705306506,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Laser_Head_Remain_Time,4841,95159,0.0037,0.6675264667839619,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
r1,A_jh_primary_vs_rest,Vibration,4841,95159,-0.024,0.0048290760180296,진혁님 방법 — 비교군 = 정상 + 다른 불량 전부 (판정 근거)
