Machine_ID,column,direction,latest_date,current_value,baseline_median,lsl,usl,spec_source,spec_status,cusum_alert_lower,cusum_alert_upper,control_lsl,control_usl,score_side,defect_zone_rate_pct,defect_zone_baseline_pct,margin_used_pct,health_index,margin_trend_pct_per_day,estimated_days_to_spec_out,trend_direction,early_warning_active,trend_message,alert_since,alert_active_days,recipe_hotspots,n_product_recipe_combos_affected,recipe_hotspot_concentrated,is_cause_factor
DP01,Cooling_Water_Temp,either,2026-03-30,21.9968,22.001,21.1016,22.9004,control_limit_3sigma,OK,,22.2109,21.1016,22.9004,both,,,1.7,98.5,0.125,,down,False,DP01 / PKG_E / RCP_2의 Cooling_Water_Temp 변동성이 정상 대비 지속적으로 확대되고 있습니다.,,,"[{'product_id': 'PKG_A', 'recipe_id': 'RCP_9', 'warning_count': 12}, {'product_id': 'PKG_A', 'recipe_id': 'RCP_5', 'warning_count': 9}, {'product_id': 'PKG_C', 'recipe_id': 'RCP_7', 'warning_count': 9}]",30.0,True,False
DP01,Cutting_Offset,either,2026-03-30,0.0042,0.0061,-0.5375,0.5497,control_limit_3sigma,OK,-0.1268,0.1268,-0.5375,0.5497,both,,,0.8,99.2,-0.012,,,False,,,,[],,False,False
DP01,Cutting_X_Index,either,2026-03-30,-0.0079,-0.0025,-1.4979,1.4929,control_limit_3sigma,OK,-0.3489,0.3489,-1.4979,1.4929,both,,,0.7,95.9,-0.044,,down,True,DP01 / PKG_A / RCP_1의 Cutting_X_Index에서 이론 기준값(0.0000) 대비 지속적으로 벌어지는 편차가 감지되었습니다.,2026-03-29,1.2,"[{'product_id': 'PKG_A', 'recipe_id': 'RCP_5', 'warning_count': 11}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_4', 'warning_count': 10}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_9', 'warning_count': 8}]",28.0,True,False
DP01,Cutting_Y_Index,either,2026-03-30,-0.0219,-0.0008,-1.4918,1.4903,control_limit_3sigma,OK,-0.3479,0.3479,-1.4918,1.4903,both,,,2.1,98.1,0.155,,down,False,DP01 / PKG_B / RCP_6의 Cutting_Y_Index에서 이론 기준값(0.0000) 대비 지속적으로 벌어지는 편차가 감지되었습니다.,,,"[{'product_id': 'PKG_B', 'recipe_id': 'RCP_1', 'warning_count': 12}, {'product_id': 'PKG_C', 'recipe_id': 'RCP_4', 'warning_count': 12}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_6', 'warning_count': 11}]",30.0,True,False
DP01,Door_Open_Count,either,2026-03-30,4.5934,4.0,-4.6017,12.6017,control_limit_3sigma,OK,,,-4.6017,12.6017,both,,,6.9,93.8,0.08,,,False,,,,[],,False,False
DP01,Factory_Power,either,2026-03-30,304.8482,302.2419,-43.6313,648.1152,control_limit_3sigma,OK,,,-43.6313,648.1152,both,,,1.2,98.9,-0.003,,,False,,,,[],,False,False
DP01,Fan_RPM,either,2026-03-30,2020.5891,2004.75,273.4471,3736.0529,control_limit_3sigma,OK,,,273.4471,3736.0529,both,,,1.5,98.7,-0.012,,,False,,,,[],,False,False
DP01,Feed_Speed,either,2026-03-30,249.9934,250.0,248.0,252.0,mentor_spec+control_limit_3sigma,OK,249.4407,250.5593,247.603,252.397,both,,,2.0,94.5,0.017,,down,True,DP01 / PKG_B / RCP_6의 Feed_Speed 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-29,1.3,"[{'product_id': 'PKG_F', 'recipe_id': 'RCP_9', 'warning_count': 10}, {'product_id': 'PKG_A', 'recipe_id': 'RCP_6', 'warning_count': 9}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_3', 'warning_count': 6}]",37.0,True,False
DP01,Focus,either,2026-03-30,-0.0017,0.0,-4.0,4.0,mentor_spec+control_limit_3sigma,OK,-0.1434,0.1434,-0.6145,0.6145,both,,,1.1,99.0,-0.036,,,False,,,,[],,False,False
DP01,Frequency,either,2026-03-30,100.015,100.0,98.0,102.0,mentor_spec+control_limit_3sigma,OK,99.6583,100.3417,98.5358,101.4642,both,,,1.8,92.1,0.018,,up,True,DP01 / PKG_D / RCP_6의 Frequency에서 정상 Baseline(최적값) 대비 높은 방향으로 지속적으로 벌어지는 편차가 감지되었습니다.,2026-03-28,2.2,"[{'product_id': 'PKG_C', 'recipe_id': 'RCP_2', 'warning_count': 22}, {'product_id': 'PKG_E', 'recipe_id': 'RCP_8', 'warning_count': 17}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_8', 'warning_count': 11}]",35.0,True,False
DP01,Groove_Depth,either,2026-03-30,45.0011,44.9894,44.5028,45.476,control_limit_3sigma,OK,44.8759,,44.5028,45.476,both,,,2.4,97.8,-0.054,,down,False,DP01 / PKG_F / RCP_1의 Groove_Depth 변동성이 정상 대비 지속적으로 확대되고 있습니다.,,,"[{'product_id': 'PKG_C', 'recipe_id': 'RCP_2', 'warning_count': 12}, {'product_id': 'PKG_A', 'recipe_id': 'RCP_3', 'warning_count': 8}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_3', 'warning_count': 8}]",35.0,True,False
DP01,Head_Temp,up,2026-03-30,41.9938,42.0,38.0,47.0,mentor_spec+control_limit_3sigma,OK,,42.2136,41.0844,42.9156,upper,,,0.0,96.5,-0.077,,up,True,DP01 / PKG_D / RCP_4의 Head_Temp 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-29,1.2,"[{'product_id': 'PKG_C', 'recipe_id': 'RCP_5', 'warning_count': 7}, {'product_id': 'PKG_D', 'recipe_id': 'RCP_4', 'warning_count': 7}, {'product_id': 'PKG_D', 'recipe_id': 'RCP_7', 'warning_count': 7}]",14.0,True,True
DP01,Kerf_Angle,either,2026-03-30,90.0346,90.032,89.7218,90.3422,control_limit_3sigma,OK,89.9276,90.0724,89.7218,90.3422,both,,,1.6,88.9,-0.046,,up,True,DP01 / PKG_C / RCP_3의 Kerf_Angle에서 이론 기준값(90.0000) 대비 지속적으로 벌어지는 편차가 감지되었습니다.,2026-03-27,3.4,"[{'product_id': 'PKG_F', 'recipe_id': 'RCP_8', 'warning_count': 34}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_4', 'warning_count': 33}, {'product_id': 'PKG_E', 'recipe_id': 'RCP_8', 'warning_count': 32}]",45.0,True,False
DP01,Kerf_Width_Profile,either,2026-03-30,50.0854,50.0945,49.2,50.8,mentor_spec_recomputed_target+control_limit_3sigma,OK,50.0153,50.1743,49.754,50.4351,both,,,2.7,97.6,-0.066,,up,False,DP01 / PKG_B / RCP_1의 Kerf_Width_Profile 변동성이 정상 대비 지속적으로 확대되고 있습니다.,,,"[{'product_id': 'PKG_A', 'recipe_id': 'RCP_9', 'warning_count': 10}, {'product_id': 'PKG_A', 'recipe_id': 'RCP_8', 'warning_count': 8}, {'product_id': 'PKG_D', 'recipe_id': 'RCP_9', 'warning_count': 8}]",26.0,True,False
DP01,LED_Brightness,either,2026-03-30,89.9703,89.9802,72.6824,107.278,control_limit_3sigma,OK,,,72.6824,107.278,both,,,0.2,99.8,-0.008,,,False,,,,[],,False,False
DP01,Laser_Centering_Position,either,2026-03-30,0.0009,0.0,-3.0,3.0,mentor_spec+control_limit_3sigma,OK,-0.1058,0.1058,-0.4534,0.4534,both,,,1.8,97.5,0.014,,down,True,DP01 / PKG_A / RCP_9의 Laser_Centering_Position 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-30,0.3,"[{'product_id': 'PKG_E', 'recipe_id': 'RCP_7', 'warning_count': 10}, {'product_id': 'PKG_A', 'recipe_id': 'RCP_8', 'warning_count': 8}, {'product_id': 'PKG_A', 'recipe_id': 'RCP_2', 'warning_count': 8}]",28.0,True,False
DP01,Laser_Current,either,2026-03-30,8.4995,8.5,8.1998,8.8002,control_limit_3sigma,OK,8.43,8.57,8.1998,8.8002,both,,,1.8,95.8,0.043,,up,True,DP01 / PKG_B / RCP_1의 Laser_Current 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-30,0.9,"[{'product_id': 'PKG_C', 'recipe_id': 'RCP_7', 'warning_count': 12}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_2', 'warning_count': 9}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_1', 'warning_count': 8}]",25.0,True,False
DP01,Laser_Head_Remain_Time,either,2026-03-30,2974.6481,3007.75,-453.3404,6468.8404,control_limit_3sigma,OK,,,-453.3404,6468.8404,both,,,1.0,99.1,-0.073,,,False,,,,[],,False,False
DP01,Laser_Power,down,2026-03-30,18.499,18.5,17.8,19.2,mentor_spec+control_limit_3sigma,OK,18.4417,18.5583,18.2501,18.7499,lower,5.32,4.49,0.4,99.1,0.02,,down,True,DP01 / PKG_E / RCP_6의 Laser_Power에서 정상 Baseline 대비 낮은 방향으로 지속적으로 벌어지는 편차가 감지되었습니다.,2026-03-30,0.2,"[{'product_id': 'PKG_A', 'recipe_id': 'RCP_7', 'warning_count': 6}, {'product_id': 'PKG_A', 'recipe_id': 'RCP_8', 'warning_count': 4}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_1', 'warning_count': 4}]",12.0,True,True
DP01,Laser_Voltage,either,2026-03-30,23.993,24.0,23.3987,24.6013,control_limit_3sigma,OK,23.8597,24.1403,23.3987,24.6013,both,,,1.7,98.5,0.064,,down,False,DP01 / PKG_B / RCP_6의 Laser_Voltage 변동성이 정상 대비 지속적으로 확대되고 있습니다.,,,"[{'product_id': 'PKG_E', 'recipe_id': 'RCP_5', 'warning_count': 13}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_8', 'warning_count': 8}, {'product_id': 'PKG_E', 'recipe_id': 'RCP_1', 'warning_count': 6}]",30.0,True,False
DP01,Maintenance_Count,either,2026-03-30,9.33,10.0,-7.3475,27.3475,control_limit_3sigma,OK,,,-7.3475,27.3475,both,,,3.9,96.5,-0.038,,,False,,,,[],,False,False
DP01,Network_Latency,either,2026-03-30,10.916,10.5403,-5.9397,27.0203,control_limit_3sigma,OK,,,-5.9397,27.0203,both,,,2.3,97.9,0.009,,,False,,,,[],,False,False
DP01,PLC_CPU_Load,either,2026-03-30,45.0451,44.9134,-15.7544,105.5813,control_limit_3sigma,OK,,,-15.7544,105.5813,both,,,1.3,98.9,-0.04,,,False,,,,[],,False,False
DP01,PLC_Memory,either,2026-03-30,55.3695,55.0732,-5.5833,115.7297,control_limit_3sigma,OK,,,-5.5833,115.7297,both,,,0.5,99.6,-0.064,,,False,,,,[],,False,False
DP01,Package_Size_1,either,2026-03-30,5.0,5.0,4.9982,5.0017,control_limit_3sigma,OK,4.9996,5.0004,4.9982,5.0017,both,,,1.9,98.3,0.025,,down,False,DP01 / PKG_E / RCP_3의 Package_Size_1 변동성이 정상 대비 지속적으로 확대되고 있습니다.,,,"[{'product_id': 'PKG_C', 'recipe_id': 'RCP_1', 'warning_count': 9}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_8', 'warning_count': 8}, {'product_id': 'PKG_E', 'recipe_id': 'RCP_6', 'warning_count': 8}]",32.0,True,False
DP01,Package_Size_2,either,2026-03-30,5.0,5.0,4.9984,5.0015,control_limit_3sigma,OK,4.9996,5.0004,4.9984,5.0015,both,,,1.8,96.9,-0.117,,up,True,DP01 / PKG_C / RCP_3의 Package_Size_2 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-30,0.5,"[{'product_id': 'PKG_F', 'recipe_id': 'RCP_1', 'warning_count': 20}, {'product_id': 'PKG_D', 'recipe_id': 'RCP_3', 'warning_count': 10}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_8', 'warning_count': 10}]",30.0,True,False
DP01,Package_Size_3,either,2026-03-30,5.0,5.0,4.9984,5.0016,control_limit_3sigma,OK,4.9996,5.0004,4.9984,5.0016,both,,,2.5,97.8,0.101,,down,False,DP01 / PKG_E / RCP_2의 Package_Size_3 변동성이 정상 대비 지속적으로 확대되고 있습니다.,,,"[{'product_id': 'PKG_B', 'recipe_id': 'RCP_7', 'warning_count': 12}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_5', 'warning_count': 11}, {'product_id': 'PKG_C', 'recipe_id': 'RCP_4', 'warning_count': 9}]",30.0,True,False
DP01,Package_Size_4,either,2026-03-30,5.0,5.0,4.9983,5.0017,control_limit_3sigma,OK,4.9996,5.0004,4.9983,5.0017,both,,,0.5,99.6,0.006,,up,False,DP01 / PKG_E / RCP_1의 Package_Size_4 변동성이 정상 대비 지속적으로 확대되고 있습니다.,,,"[{'product_id': 'PKG_D', 'recipe_id': 'RCP_9', 'warning_count': 16}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_7', 'warning_count': 8}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_3', 'warning_count': 8}]",28.0,True,False
DP01,Power_Efficiency,down,2026-03-30,95.0032,95.0,92.0,98.0,mentor_spec+control_limit_3sigma,OK,94.8917,95.1083,94.5359,95.4641,lower,,,0.0,100.0,0.029,,up,False,DP01 / PKG_A / RCP_2의 Power_Efficiency 변동성이 정상 대비 지속적으로 확대되고 있습니다.,,,"[{'product_id': 'PKG_A', 'recipe_id': 'RCP_2', 'warning_count': 9}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_7', 'warning_count': 7}, {'product_id': 'PKG_E', 'recipe_id': 'RCP_1', 'warning_count': 6}]",24.0,True,True
DP01,Process_Time,either,2026-03-30,4.9981,5.0005,4.7024,5.2986,control_limit_3sigma,OK,,5.0701,4.7024,5.2986,both,,,1.1,96.7,0.064,,up,True,DP01 / PKG_F / RCP_9의 Process_Time 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-30,0.8,"[{'product_id': 'PKG_F', 'recipe_id': 'RCP_9', 'warning_count': 10}, {'product_id': 'PKG_E', 'recipe_id': 'RCP_2', 'warning_count': 9}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_5', 'warning_count': 6}]",26.0,True,False
DP01,Room_Noise,either,2026-03-30,44.9883,44.9371,19.0431,70.8312,control_limit_3sigma,OK,,,19.0431,70.8312,both,,,2.3,98.0,0.04,,,False,,,,[],,False,False
DP01,Surface_Roughness,up,2026-03-30,0.5835,0.5832,0.4878,0.6786,control_limit_3sigma,OK,,,0.4878,0.6786,upper,28.57,24.97,0.3,91.9,0.083,,up,True,DP01 / PKG_E / RCP_8의 Surface_Roughness 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-28,2.7,"[{'product_id': 'PKG_E', 'recipe_id': 'RCP_9', 'warning_count': 13}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_4', 'warning_count': 12}, {'product_id': 'PKG_C', 'recipe_id': 'RCP_7', 'warning_count': 10}]",40.0,True,True
DP01,Top_Kerf,either,2026-03-30,50.083,50.0931,49.8024,50.3837,control_limit_3sigma,OK,50.0252,50.1609,49.8024,50.3837,both,,,3.4,94.7,-0.138,,up,True,DP01 / PKG_D / RCP_6의 Top_Kerf 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-30,0.8,"[{'product_id': 'PKG_C', 'recipe_id': 'RCP_4', 'warning_count': 9}, {'product_id': 'PKG_D', 'recipe_id': 'RCP_8', 'warning_count': 7}, {'product_id': 'PKG_D', 'recipe_id': 'RCP_7', 'warning_count': 6}]",22.0,True,False
DP01,Vibration,either,2026-03-30,0.1517,0.1548,0.0905,0.2192,control_limit_3sigma,OK,,0.1698,0.0905,0.2192,both,,,4.8,95.7,-0.333,,up,False,DP01 / PKG_A / RCP_2의 Vibration 변동성이 정상 대비 지속적으로 확대되고 있습니다.,,,"[{'product_id': 'PKG_A', 'recipe_id': 'RCP_2', 'warning_count': 5}, {'product_id': 'PKG_E', 'recipe_id': 'RCP_7', 'warning_count': 4}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_4', 'warning_count': 4}]",12.0,True,False
DP01,Vision_Exposure,either,2026-03-30,7.4895,7.5019,3.1687,11.8351,control_limit_3sigma,OK,,,3.1687,11.8351,both,,,1.7,98.5,0.045,,,False,,,,[],,False,False
DP02,Alignment_Time,either,2026-03-30,0.4,0.4,0.3402,0.4598,control_limit_3sigma,OK,,0.414,0.3402,0.4598,both,,,1.1,99.0,-0.069,,up,False,DP02 / PKG_C / RCP_3의 Alignment_Time에서 정상 Baseline 대비 지속적인 상승 추세가 감지되었습니다.,,,"[{'product_id': 'PKG_D', 'recipe_id': 'RCP_2', 'warning_count': 8}, {'product_id': 'PKG_E', 'recipe_id': 'RCP_9', 'warning_count': 6}, {'product_id': 'PKG_D', 'recipe_id': 'RCP_6', 'warning_count': 6}]",22.0,True,False
DP02,Beam_Diameter,either,2026-03-30,35.0071,34.9982,34.0978,35.8987,control_limit_3sigma,OK,34.7881,35.2084,34.0978,35.8987,both,,,2.2,95.7,0.042,,down,True,DP02 / PKG_E / RCP_8의 Beam_Diameter 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-30,0.8,"[{'product_id': 'PKG_A', 'recipe_id': 'RCP_2', 'warning_count': 24}, {'product_id': 'PKG_D', 'recipe_id': 'RCP_9', 'warning_count': 10}, {'product_id': 'PKG_A', 'recipe_id': 'RCP_7', 'warning_count': 8}]",32.0,True,False
DP02,Bottom_Kerf,either,2026-03-30,50.1509,50.0942,49.7995,50.3889,control_limit_3sigma,OK,50.0254,50.163,49.7995,50.3889,both,,,19.2,50.0,0.035,,up,True,DP02 / PKG_C / RCP_8의 Bottom_Kerf에서 정상 Baseline(최적값) 대비 높은 방향으로 지속적으로 벌어지는 편차가 감지되었습니다.,2026-02-10,48.9,"[{'product_id': 'PKG_F', 'recipe_id': 'RCP_9', 'warning_count': 164}, {'product_id': 'PKG_D', 'recipe_id': 'RCP_5', 'warning_count': 118}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_3', 'warning_count': 104}]",54.0,True,False
DP02,CLN_Flow,down,2026-03-30,9.9972,9.992,9.7465,10.2375,control_limit_3sigma,OK,,,9.7465,10.2375,lower,3.86,4.03,0.0,99.4,0.004,,down,True,DP02 / PKG_B / RCP_9의 CLN_Flow에서 위험 Threshold(10.0575)에 진입했습니다.,2026-03-30,0.2,"[{'product_id': 'PKG_B', 'recipe_id': 'RCP_9', 'warning_count': 32}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_2', 'warning_count': 23}]",2.0,False,True
DP02,CLN_Pressure,down,2026-03-30,299.9847,300.0362,294.1534,305.9191,control_limit_3sigma,OK,,,294.1534,305.9191,lower,6.92,6.05,0.9,98.9,-0.077,,down,True,DP02 / PKG_D / RCP_3의 CLN_Pressure에서 정상 Baseline 대비 낮은 방향으로 지속적으로 벌어지는 편차가 감지되었습니다.,2026-03-30,0.1,"[{'product_id': 'PKG_B', 'recipe_id': 'RCP_8', 'warning_count': 18}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_7', 'warning_count': 13}, {'product_id': 'PKG_A', 'recipe_id': 'RCP_1', 'warning_count': 10}]",37.0,True,True
DP02,CLN_Time,either,2026-03-30,15.0023,15.0013,13.4938,16.5087,control_limit_3sigma,OK,14.6495,15.353,13.4938,16.5087,both,,,1.4,95.6,-0.024,,up,True,DP02 / PKG_B / RCP_4의 CLN_Time 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-29,1.1,"[{'product_id': 'PKG_D', 'recipe_id': 'RCP_3', 'warning_count': 12}, {'product_id': 'PKG_D', 'recipe_id': 'RCP_7', 'warning_count': 8}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_9', 'warning_count': 8}]",29.0,True,False
DP02,Coating_Flow,either,2026-03-30,49.9895,50.0025,48.5005,51.5045,control_limit_3sigma,OK,49.652,,48.5005,51.5045,both,,,2.0,98.2,0.003,,down,False,DP02 / PKG_E / RCP_3의 Coating_Flow에서 정상 Baseline 대비 지속적인 하강 추세가 감지되었습니다.,,,"[{'product_id': 'PKG_E', 'recipe_id': 'RCP_5', 'warning_count': 8}, {'product_id': 'PKG_D', 'recipe_id': 'RCP_3', 'warning_count': 7}, {'product_id': 'PKG_F', 'recipe_id': 'RCP_3', 'warning_count': 6}]",19.0,True,False
DP02,Coating_Thickness,either,2026-03-30,9.9932,10.0,9.5,10.5,mentor_spec+control_limit_3sigma,OK,,,9.5556,10.4444,both,3.02,2.24,1.5,94.1,0.059,,up,True,DP02 / PKG_C / RCP_9의 Coating_Thickness 변동성이 정상 대비 지속적으로 확대되고 있습니다.,2026-03-29,1.6,"[{'product_id': 'PKG_C', 'recipe_id': 'RCP_9', 'warning_count': 9}, {'product_id': 'PKG_A', 'recipe_id': 'RCP_1', 'warning_count': 8}, {'product_id': 'PKG_C', 'recipe_id': 'RCP_5', 'warning_count': 8}]",31.0,True,False
DP02,Coating_Uniformity,either,2026-03-30,98.7941,98.8099,97.0,100.0,mentor_spec_recomputed_target+control_limit_3sigma,OK,98.6343,98.9837,98.0614,99.5584,both,,,2.1,98.1,0.061,,up,False,DP02 / PKG_B / RCP_6의 Coating_Uniformity 변동성이 정상 대비 지속적으로 확대되고 있습니다.,,,"[{'product_id': 'PKG_A', 'recipe_id': 'RCP_5', 'warning_count': 11}, {'product_id': 'PKG_B', 'recipe_id': 'RCP_8', 'warning_count': 11}, {'product_id': 'PKG_C', 'recipe_id': 'RCP_6', 'warning_count': 7}]",33.0,True,False
