type,column,group_key,baseline_method,baseline_value,bad_direction
A,Cooling_Water_Temp,PKG_A|RCP_9,"initial_window_mean(n=25, machine pooled)",22.02548,up
A,CLN_Flow,PKG_A|RCP_9,"initial_window_mean(n=25, machine pooled)",10.00472,down
A,Coating_Flow,PKG_A|RCP_9,"initial_window_mean(n=25, machine pooled)",50.00416,down
A,Head_Temp,PKG_B|RCP_1,"initial_window_mean(n=25, machine pooled)",42.04988,up
A,Vibration,PKG_B|RCP_1,"initial_window_mean(n=25, machine pooled)",0.14766,up
A,Alignment_Time,PKG_B|RCP_1,"initial_window_mean(n=25, machine pooled)",0.40332,up
A,Process_Time,PKG_B|RCP_1,"initial_window_mean(n=25, machine pooled)",5.01932,up
A,Cooling_Flow,PKG_B|RCP_1,"initial_window_mean(n=25, machine pooled)",9.97512,down
A,Cooling_Water_Temp,PKG_B|RCP_1,"initial_window_mean(n=25, machine pooled)",22.04604,up
A,CLN_Flow,PKG_B|RCP_1,"initial_window_mean(n=25, machine pooled)",10.00704,down
A,Coating_Flow,PKG_B|RCP_1,"initial_window_mean(n=25, machine pooled)",50.19004,down
A,Head_Temp,PKG_B|RCP_2,"initial_window_mean(n=25, machine pooled)",41.98404,up
A,Vibration,PKG_B|RCP_2,"initial_window_mean(n=25, machine pooled)",0.15375,up
A,Alignment_Time,PKG_B|RCP_2,"initial_window_mean(n=25, machine pooled)",0.40072,up
A,Process_Time,PKG_B|RCP_2,"initial_window_mean(n=25, machine pooled)",5.0118,up
A,Cooling_Flow,PKG_B|RCP_2,"initial_window_mean(n=25, machine pooled)",10.01232,down
A,Cooling_Water_Temp,PKG_B|RCP_2,"initial_window_mean(n=25, machine pooled)",21.93672,up
A,CLN_Flow,PKG_B|RCP_2,"initial_window_mean(n=25, machine pooled)",10.01692,down
A,Coating_Flow,PKG_B|RCP_2,"initial_window_mean(n=25, machine pooled)",50.11092,down
A,Head_Temp,PKG_B|RCP_3,"initial_window_mean(n=25, machine pooled)",42.00716,up
A,Vibration,PKG_B|RCP_3,"initial_window_mean(n=25, machine pooled)",0.15525,up
A,Alignment_Time,PKG_B|RCP_3,"initial_window_mean(n=25, machine pooled)",0.39023,up
A,Process_Time,PKG_B|RCP_3,"initial_window_mean(n=25, machine pooled)",5.02232,up
A,Cooling_Flow,PKG_B|RCP_3,"initial_window_mean(n=25, machine pooled)",9.98388,down
A,Cooling_Water_Temp,PKG_B|RCP_3,"initial_window_mean(n=25, machine pooled)",21.95532,up
A,CLN_Flow,PKG_B|RCP_3,"initial_window_mean(n=25, machine pooled)",10.00028,down
A,Coating_Flow,PKG_B|RCP_3,"initial_window_mean(n=25, machine pooled)",49.99,down
A,Head_Temp,PKG_B|RCP_4,"initial_window_mean(n=25, machine pooled)",41.995,up
A,Vibration,PKG_B|RCP_4,"initial_window_mean(n=25, machine pooled)",0.13924,up
A,Alignment_Time,PKG_B|RCP_4,"initial_window_mean(n=25, machine pooled)",0.40361,up
A,Process_Time,PKG_B|RCP_4,"initial_window_mean(n=25, machine pooled)",4.99876,up
A,Cooling_Flow,PKG_B|RCP_4,"initial_window_mean(n=25, machine pooled)",9.99192,down
A,Cooling_Water_Temp,PKG_B|RCP_4,"initial_window_mean(n=25, machine pooled)",21.8766,up
A,CLN_Flow,PKG_B|RCP_4,"initial_window_mean(n=25, machine pooled)",9.9954,down
A,Coating_Flow,PKG_B|RCP_4,"initial_window_mean(n=25, machine pooled)",49.90776,down
A,Head_Temp,PKG_B|RCP_5,"initial_window_mean(n=25, machine pooled)",42.02996,up
A,Vibration,PKG_B|RCP_5,"initial_window_mean(n=25, machine pooled)",0.1546,up
A,Alignment_Time,PKG_B|RCP_5,"initial_window_mean(n=25, machine pooled)",0.40485,up
A,Process_Time,PKG_B|RCP_5,"initial_window_mean(n=25, machine pooled)",4.97452,up
A,Cooling_Flow,PKG_B|RCP_5,"initial_window_mean(n=25, machine pooled)",10.01352,down
A,Cooling_Water_Temp,PKG_B|RCP_5,"initial_window_mean(n=25, machine pooled)",21.93808,up
A,CLN_Flow,PKG_B|RCP_5,"initial_window_mean(n=25, machine pooled)",9.9886,down
A,Coating_Flow,PKG_B|RCP_5,"initial_window_mean(n=25, machine pooled)",49.92236,down
A,Head_Temp,PKG_B|RCP_6,"initial_window_mean(n=25, machine pooled)",42.05948,up
A,Vibration,PKG_B|RCP_6,"initial_window_mean(n=25, machine pooled)",0.15226,up
A,Alignment_Time,PKG_B|RCP_6,"initial_window_mean(n=25, machine pooled)",0.39506,up
A,Process_Time,PKG_B|RCP_6,"initial_window_mean(n=25, machine pooled)",5.01744,up
A,Cooling_Flow,PKG_B|RCP_6,"initial_window_mean(n=25, machine pooled)",10.0224,down
A,Cooling_Water_Temp,PKG_B|RCP_6,"initial_window_mean(n=25, machine pooled)",21.919,up
A,CLN_Flow,PKG_B|RCP_6,"initial_window_mean(n=25, machine pooled)",10.00604,down
A,Coating_Flow,PKG_B|RCP_6,"initial_window_mean(n=25, machine pooled)",50.02052,down
A,Head_Temp,PKG_B|RCP_7,"initial_window_mean(n=25, machine pooled)",41.98372,up
A,Vibration,PKG_B|RCP_7,"initial_window_mean(n=25, machine pooled)",0.14326,up
A,Alignment_Time,PKG_B|RCP_7,"initial_window_mean(n=25, machine pooled)",0.39998,up
A,Process_Time,PKG_B|RCP_7,"initial_window_mean(n=25, machine pooled)",5.01088,up
A,Cooling_Flow,PKG_B|RCP_7,"initial_window_mean(n=25, machine pooled)",9.99792,down
A,Cooling_Water_Temp,PKG_B|RCP_7,"initial_window_mean(n=25, machine pooled)",22.03852,up
A,CLN_Flow,PKG_B|RCP_7,"initial_window_mean(n=25, machine pooled)",9.99224,down
A,Coating_Flow,PKG_B|RCP_7,"initial_window_mean(n=25, machine pooled)",49.96232,down
A,Head_Temp,PKG_B|RCP_8,"initial_window_mean(n=25, machine pooled)",42.02976,up
A,Vibration,PKG_B|RCP_8,"initial_window_mean(n=25, machine pooled)",0.1517,up
A,Alignment_Time,PKG_B|RCP_8,"initial_window_mean(n=25, machine pooled)",0.39942,up
A,Process_Time,PKG_B|RCP_8,"initial_window_mean(n=25, machine pooled)",5.0122,up
A,Cooling_Flow,PKG_B|RCP_8,"initial_window_mean(n=25, machine pooled)",10.001,down
A,Cooling_Water_Temp,PKG_B|RCP_8,"initial_window_mean(n=25, machine pooled)",21.98472,up
A,CLN_Flow,PKG_B|RCP_8,"initial_window_mean(n=25, machine pooled)",10.01632,down
A,Coating_Flow,PKG_B|RCP_8,"initial_window_mean(n=25, machine pooled)",50.00744,down
A,Head_Temp,PKG_B|RCP_9,"initial_window_mean(n=25, machine pooled)",41.92736,up
A,Vibration,PKG_B|RCP_9,"initial_window_mean(n=25, machine pooled)",0.14796,up
A,Alignment_Time,PKG_B|RCP_9,"initial_window_mean(n=25, machine pooled)",0.40049,up
A,Process_Time,PKG_B|RCP_9,"initial_window_mean(n=25, machine pooled)",4.98412,up
A,Cooling_Flow,PKG_B|RCP_9,"initial_window_mean(n=25, machine pooled)",10.02144,down
A,Cooling_Water_Temp,PKG_B|RCP_9,"initial_window_mean(n=25, machine pooled)",22.12116,up
A,CLN_Flow,PKG_B|RCP_9,"initial_window_mean(n=25, machine pooled)",9.9974,down
A,Coating_Flow,PKG_B|RCP_9,"initial_window_mean(n=25, machine pooled)",50.21396,down
A,Head_Temp,PKG_C|RCP_1,"initial_window_mean(n=25, machine pooled)",42.01324,up
A,Vibration,PKG_C|RCP_1,"initial_window_mean(n=25, machine pooled)",0.15076,up
A,Alignment_Time,PKG_C|RCP_1,"initial_window_mean(n=25, machine pooled)",0.39375,up
A,Process_Time,PKG_C|RCP_1,"initial_window_mean(n=25, machine pooled)",4.98304,up
A,Cooling_Flow,PKG_C|RCP_1,"initial_window_mean(n=25, machine pooled)",9.99908,down
A,Cooling_Water_Temp,PKG_C|RCP_1,"initial_window_mean(n=25, machine pooled)",22.0196,up
A,CLN_Flow,PKG_C|RCP_1,"initial_window_mean(n=25, machine pooled)",9.99116,down
A,Coating_Flow,PKG_C|RCP_1,"initial_window_mean(n=25, machine pooled)",49.875,down
A,Head_Temp,PKG_C|RCP_2,"initial_window_mean(n=25, machine pooled)",42.0448,up
A,Vibration,PKG_C|RCP_2,"initial_window_mean(n=25, machine pooled)",0.14297,up
A,Alignment_Time,PKG_C|RCP_2,"initial_window_mean(n=25, machine pooled)",0.40844,up
A,Process_Time,PKG_C|RCP_2,"initial_window_mean(n=25, machine pooled)",5.0284,up
A,Cooling_Flow,PKG_C|RCP_2,"initial_window_mean(n=25, machine pooled)",10.00024,down
A,Cooling_Water_Temp,PKG_C|RCP_2,"initial_window_mean(n=25, machine pooled)",21.96352,up
A,CLN_Flow,PKG_C|RCP_2,"initial_window_mean(n=25, machine pooled)",9.99644,down
A,Coating_Flow,PKG_C|RCP_2,"initial_window_mean(n=25, machine pooled)",50.05264,down
A,Head_Temp,PKG_C|RCP_3,"initial_window_mean(n=25, machine pooled)",41.98208,up
A,Vibration,PKG_C|RCP_3,"initial_window_mean(n=25, machine pooled)",0.14798,up
A,Alignment_Time,PKG_C|RCP_3,"initial_window_mean(n=25, machine pooled)",0.40244,up
A,Process_Time,PKG_C|RCP_3,"initial_window_mean(n=25, machine pooled)",4.99028,up
A,Cooling_Flow,PKG_C|RCP_3,"initial_window_mean(n=25, machine pooled)",9.98948,down
A,Cooling_Water_Temp,PKG_C|RCP_3,"initial_window_mean(n=25, machine pooled)",22.052,up
A,CLN_Flow,PKG_C|RCP_3,"initial_window_mean(n=25, machine pooled)",9.9986,down
A,Coating_Flow,PKG_C|RCP_3,"initial_window_mean(n=25, machine pooled)",50.02836,down
A,Head_Temp,PKG_C|RCP_4,"initial_window_mean(n=25, machine pooled)",41.9394,up
A,Vibration,PKG_C|RCP_4,"initial_window_mean(n=25, machine pooled)",0.14726,up
A,Alignment_Time,PKG_C|RCP_4,"initial_window_mean(n=25, machine pooled)",0.39684,up
A,Process_Time,PKG_C|RCP_4,"initial_window_mean(n=25, machine pooled)",4.97164,up
A,Cooling_Flow,PKG_C|RCP_4,"initial_window_mean(n=25, machine pooled)",9.99752,down
A,Cooling_Water_Temp,PKG_C|RCP_4,"initial_window_mean(n=25, machine pooled)",22.0146,up
A,CLN_Flow,PKG_C|RCP_4,"initial_window_mean(n=25, machine pooled)",10.01132,down
A,Coating_Flow,PKG_C|RCP_4,"initial_window_mean(n=25, machine pooled)",49.98712,down
A,Head_Temp,PKG_C|RCP_5,"initial_window_mean(n=25, machine pooled)",41.89528,up
A,Vibration,PKG_C|RCP_5,"initial_window_mean(n=25, machine pooled)",0.15119,up
A,Alignment_Time,PKG_C|RCP_5,"initial_window_mean(n=25, machine pooled)",0.39186,up
A,Process_Time,PKG_C|RCP_5,"initial_window_mean(n=25, machine pooled)",4.98144,up
A,Cooling_Flow,PKG_C|RCP_5,"initial_window_mean(n=25, machine pooled)",10.01548,down
A,Cooling_Water_Temp,PKG_C|RCP_5,"initial_window_mean(n=25, machine pooled)",22.10352,up
A,CLN_Flow,PKG_C|RCP_5,"initial_window_mean(n=25, machine pooled)",10.00032,down
A,Coating_Flow,PKG_C|RCP_5,"initial_window_mean(n=25, machine pooled)",50.22848,down
A,Head_Temp,PKG_C|RCP_6,"initial_window_mean(n=25, machine pooled)",42.04508,up
A,Vibration,PKG_C|RCP_6,"initial_window_mean(n=25, machine pooled)",0.15319,up
A,Alignment_Time,PKG_C|RCP_6,"initial_window_mean(n=25, machine pooled)",0.40015,up
A,Process_Time,PKG_C|RCP_6,"initial_window_mean(n=25, machine pooled)",4.95948,up
A,Cooling_Flow,PKG_C|RCP_6,"initial_window_mean(n=25, machine pooled)",10.01012,down
A,Cooling_Water_Temp,PKG_C|RCP_6,"initial_window_mean(n=25, machine pooled)",21.91292,up
A,CLN_Flow,PKG_C|RCP_6,"initial_window_mean(n=25, machine pooled)",9.99892,down
A,Coating_Flow,PKG_C|RCP_6,"initial_window_mean(n=25, machine pooled)",49.94876,down
A,Head_Temp,PKG_C|RCP_7,"initial_window_mean(n=25, machine pooled)",42.028,up
A,Vibration,PKG_C|RCP_7,"initial_window_mean(n=25, machine pooled)",0.15235,up
A,Alignment_Time,PKG_C|RCP_7,"initial_window_mean(n=25, machine pooled)",0.39919,up
A,Process_Time,PKG_C|RCP_7,"initial_window_mean(n=25, machine pooled)",5.04488,up
A,Cooling_Flow,PKG_C|RCP_7,"initial_window_mean(n=25, machine pooled)",10.01352,down
A,Cooling_Water_Temp,PKG_C|RCP_7,"initial_window_mean(n=25, machine pooled)",21.93616,up
A,CLN_Flow,PKG_C|RCP_7,"initial_window_mean(n=25, machine pooled)",10.0034,down
A,Coating_Flow,PKG_C|RCP_7,"initial_window_mean(n=25, machine pooled)",50.15828,down
A,Head_Temp,PKG_C|RCP_8,"initial_window_mean(n=25, machine pooled)",42.08928,up
A,Vibration,PKG_C|RCP_8,"initial_window_mean(n=25, machine pooled)",0.14106,up
A,Alignment_Time,PKG_C|RCP_8,"initial_window_mean(n=25, machine pooled)",0.39303,up
A,Process_Time,PKG_C|RCP_8,"initial_window_mean(n=25, machine pooled)",5.00292,up
A,Cooling_Flow,PKG_C|RCP_8,"initial_window_mean(n=25, machine pooled)",9.97328,down
A,Cooling_Water_Temp,PKG_C|RCP_8,"initial_window_mean(n=25, machine pooled)",22.07876,up
A,CLN_Flow,PKG_C|RCP_8,"initial_window_mean(n=25, machine pooled)",10.0164,down
A,Coating_Flow,PKG_C|RCP_8,"initial_window_mean(n=25, machine pooled)",49.9882,down
A,Head_Temp,PKG_C|RCP_9,"initial_window_mean(n=25, machine pooled)",42.128,up
A,Vibration,PKG_C|RCP_9,"initial_window_mean(n=25, machine pooled)",0.14537,up
A,Alignment_Time,PKG_C|RCP_9,"initial_window_mean(n=25, machine pooled)",0.404,up
A,Process_Time,PKG_C|RCP_9,"initial_window_mean(n=25, machine pooled)",4.98972,up
A,Cooling_Flow,PKG_C|RCP_9,"initial_window_mean(n=25, machine pooled)",9.98636,down
A,Cooling_Water_Temp,PKG_C|RCP_9,"initial_window_mean(n=25, machine pooled)",22.18552,up
A,CLN_Flow,PKG_C|RCP_9,"initial_window_mean(n=25, machine pooled)",10.008,down
A,Coating_Flow,PKG_C|RCP_9,"initial_window_mean(n=25, machine pooled)",49.84692,down
A,Head_Temp,PKG_D|RCP_1,"initial_window_mean(n=25, machine pooled)",42.05208,up
A,Vibration,PKG_D|RCP_1,"initial_window_mean(n=25, machine pooled)",0.14438,up
A,Alignment_Time,PKG_D|RCP_1,"initial_window_mean(n=25, machine pooled)",0.403,up
A,Process_Time,PKG_D|RCP_1,"initial_window_mean(n=25, machine pooled)",4.97544,up
A,Cooling_Flow,PKG_D|RCP_1,"initial_window_mean(n=25, machine pooled)",10.003,down
A,Cooling_Water_Temp,PKG_D|RCP_1,"initial_window_mean(n=25, machine pooled)",22.0162,up
A,CLN_Flow,PKG_D|RCP_1,"initial_window_mean(n=25, machine pooled)",10.00352,down
A,Coating_Flow,PKG_D|RCP_1,"initial_window_mean(n=25, machine pooled)",50.03708,down
A,Head_Temp,PKG_D|RCP_2,"initial_window_mean(n=25, machine pooled)",41.95736,up
A,Vibration,PKG_D|RCP_2,"initial_window_mean(n=25, machine pooled)",0.1429,up
A,Alignment_Time,PKG_D|RCP_2,"initial_window_mean(n=25, machine pooled)",0.4016,up
A,Process_Time,PKG_D|RCP_2,"initial_window_mean(n=25, machine pooled)",5.02324,up
A,Cooling_Flow,PKG_D|RCP_2,"initial_window_mean(n=25, machine pooled)",10.01396,down
A,Cooling_Water_Temp,PKG_D|RCP_2,"initial_window_mean(n=25, machine pooled)",22.03028,up
A,CLN_Flow,PKG_D|RCP_2,"initial_window_mean(n=25, machine pooled)",9.99304,down
A,Coating_Flow,PKG_D|RCP_2,"initial_window_mean(n=25, machine pooled)",49.95664,down
A,Head_Temp,PKG_D|RCP_3,"initial_window_mean(n=25, machine pooled)",41.96056,up
A,Vibration,PKG_D|RCP_3,"initial_window_mean(n=25, machine pooled)",0.14508,up
A,Alignment_Time,PKG_D|RCP_3,"initial_window_mean(n=25, machine pooled)",0.40586,up
A,Process_Time,PKG_D|RCP_3,"initial_window_mean(n=25, machine pooled)",4.99848,up
A,Cooling_Flow,PKG_D|RCP_3,"initial_window_mean(n=25, machine pooled)",9.99624,down
A,Cooling_Water_Temp,PKG_D|RCP_3,"initial_window_mean(n=25, machine pooled)",22.16104,up
A,CLN_Flow,PKG_D|RCP_3,"initial_window_mean(n=25, machine pooled)",9.98204,down
A,Coating_Flow,PKG_D|RCP_3,"initial_window_mean(n=25, machine pooled)",50.12484,down
A,Head_Temp,PKG_D|RCP_4,"initial_window_mean(n=25, machine pooled)",41.89088,up
A,Vibration,PKG_D|RCP_4,"initial_window_mean(n=25, machine pooled)",0.14985,up
A,Alignment_Time,PKG_D|RCP_4,"initial_window_mean(n=25, machine pooled)",0.39832,up
A,Process_Time,PKG_D|RCP_4,"initial_window_mean(n=25, machine pooled)",4.99376,up
A,Cooling_Flow,PKG_D|RCP_4,"initial_window_mean(n=25, machine pooled)",9.99008,down
A,Cooling_Water_Temp,PKG_D|RCP_4,"initial_window_mean(n=25, machine pooled)",21.94728,up
A,CLN_Flow,PKG_D|RCP_4,"initial_window_mean(n=25, machine pooled)",9.99324,down
A,Coating_Flow,PKG_D|RCP_4,"initial_window_mean(n=25, machine pooled)",50.06284,down
A,Head_Temp,PKG_D|RCP_5,"initial_window_mean(n=25, machine pooled)",42.04208,up
A,Vibration,PKG_D|RCP_5,"initial_window_mean(n=25, machine pooled)",0.15583,up
A,Alignment_Time,PKG_D|RCP_5,"initial_window_mean(n=25, machine pooled)",0.40439,up
A,Process_Time,PKG_D|RCP_5,"initial_window_mean(n=25, machine pooled)",5.01064,up
A,Cooling_Flow,PKG_D|RCP_5,"initial_window_mean(n=25, machine pooled)",9.98732,down
A,Cooling_Water_Temp,PKG_D|RCP_5,"initial_window_mean(n=25, machine pooled)",21.94204,up
A,CLN_Flow,PKG_D|RCP_5,"initial_window_mean(n=25, machine pooled)",10.0112,down
A,Coating_Flow,PKG_D|RCP_5,"initial_window_mean(n=25, machine pooled)",49.92448,down
A,Head_Temp,PKG_D|RCP_6,"initial_window_mean(n=25, machine pooled)",41.85992,up
A,Vibration,PKG_D|RCP_6,"initial_window_mean(n=25, machine pooled)",0.14675,up
A,Alignment_Time,PKG_D|RCP_6,"initial_window_mean(n=25, machine pooled)",0.39723,up
A,Process_Time,PKG_D|RCP_6,"initial_window_mean(n=25, machine pooled)",5.00016,up
A,Cooling_Flow,PKG_D|RCP_6,"initial_window_mean(n=25, machine pooled)",9.97936,down
A,Cooling_Water_Temp,PKG_D|RCP_6,"initial_window_mean(n=25, machine pooled)",21.93444,up
A,CLN_Flow,PKG_D|RCP_6,"initial_window_mean(n=25, machine pooled)",9.9888,down
A,Coating_Flow,PKG_D|RCP_6,"initial_window_mean(n=25, machine pooled)",49.92884,down
A,Head_Temp,PKG_D|RCP_7,"initial_window_mean(n=25, machine pooled)",42.09768,up
A,Vibration,PKG_D|RCP_7,"initial_window_mean(n=25, machine pooled)",0.14999,up
A,Alignment_Time,PKG_D|RCP_7,"initial_window_mean(n=25, machine pooled)",0.40387,up
A,Process_Time,PKG_D|RCP_7,"initial_window_mean(n=25, machine pooled)",4.99288,up
A,Cooling_Flow,PKG_D|RCP_7,"initial_window_mean(n=25, machine pooled)",9.98936,down
A,Cooling_Water_Temp,PKG_D|RCP_7,"initial_window_mean(n=25, machine pooled)",21.98604,up
A,CLN_Flow,PKG_D|RCP_7,"initial_window_mean(n=25, machine pooled)",10.00848,down
A,Coating_Flow,PKG_D|RCP_7,"initial_window_mean(n=25, machine pooled)",49.98932,down
A,Head_Temp,PKG_D|RCP_8,"initial_window_mean(n=25, machine pooled)",42.01152,up
A,Vibration,PKG_D|RCP_8,"initial_window_mean(n=25, machine pooled)",0.14318,up
A,Alignment_Time,PKG_D|RCP_8,"initial_window_mean(n=25, machine pooled)",0.40345,up
A,Process_Time,PKG_D|RCP_8,"initial_window_mean(n=25, machine pooled)",4.96468,up
A,Cooling_Flow,PKG_D|RCP_8,"initial_window_mean(n=25, machine pooled)",9.98092,down
A,Cooling_Water_Temp,PKG_D|RCP_8,"initial_window_mean(n=25, machine pooled)",22.02,up
A,CLN_Flow,PKG_D|RCP_8,"initial_window_mean(n=25, machine pooled)",9.99208,down
A,Coating_Flow,PKG_D|RCP_8,"initial_window_mean(n=25, machine pooled)",50.07176,down
A,Head_Temp,PKG_D|RCP_9,"initial_window_mean(n=25, machine pooled)",41.91144,up
A,Vibration,PKG_D|RCP_9,"initial_window_mean(n=25, machine pooled)",0.15501,up
A,Alignment_Time,PKG_D|RCP_9,"initial_window_mean(n=25, machine pooled)",0.39728,up
A,Process_Time,PKG_D|RCP_9,"initial_window_mean(n=25, machine pooled)",5.01328,up
A,Cooling_Flow,PKG_D|RCP_9,"initial_window_mean(n=25, machine pooled)",10.00548,down
