Product_ID,Recipe_ID,column,n,mean,std,cv,median,mad,robust_z_scale,p0_5,p99_5,min,max
PKG_D,RCP_5,Laser_Power,1045,18.48453875598086,0.09733313494106019,0.005265651268120881,18.49,0.0589999999999975,0.08747339999999629,18.14866,18.71012,17.868,18.746
PKG_D,RCP_6,Laser_Power,1120,18.481809821428573,0.10535692979539137,0.0057005742843017565,18.484,0.06300000000000239,0.09340380000000353,17.920785000000002,18.681214999999998,17.754,18.753
PKG_D,RCP_7,Laser_Power,1070,18.485135514018694,0.10008206805694538,0.005414191742389201,18.4895,0.058499999999998664,0.08673209999999801,18.107725000000002,18.696655,17.858,18.769
PKG_D,RCP_8,Laser_Power,1042,18.481453934740884,0.10351441303936977,0.005600988612956824,18.49,0.06300000000000061,0.0934038000000009,18.08346,18.683,17.832,18.71
PKG_D,RCP_9,Laser_Power,1103,18.47790843155032,0.10602443710193718,0.005737902506373748,18.485,0.060000000000002274,0.08895600000000337,17.96785,18.68996,17.811,18.748
PKG_E,RCP_1,Laser_Power,1119,18.47921626452189,0.10261628363593286,0.0055530647061555905,18.491,0.05699999999999861,0.08450819999999792,17.95988,18.698970000000003,17.822,18.731
PKG_E,RCP_2,Laser_Power,1124,18.477626334519574,0.10882277479411134,0.005889434758771508,18.489,0.05799999999999983,0.08599079999999974,17.954605,18.70777,17.795,18.734
PKG_E,RCP_3,Laser_Power,1053,18.48098005698006,0.10331573566925273,0.005590381860199645,18.489,0.05799999999999983,0.08599079999999974,18.03382,18.71322,17.748,18.743
PKG_E,RCP_4,Laser_Power,1074,18.477346368715082,0.10524020875371531,0.005695634354287084,18.4845,0.0625,0.0926625,18.004755,18.705444999999997,17.778,18.77
PKG_E,RCP_5,Laser_Power,1027,18.477072054527753,0.10710118308902675,0.005796436944823296,18.489,0.05999999999999872,0.08895599999999809,17.93438,18.70374,17.747,18.772
PKG_E,RCP_6,Laser_Power,1066,18.47703939962477,0.10032279519104546,0.005429592534888616,18.4845,0.057500000000000995,0.08524950000000148,18.097175,18.683025,17.756,18.761
PKG_E,RCP_7,Laser_Power,1176,18.48030782312925,0.10291806519266682,0.0055690666074219,18.49,0.0589999999999975,0.08747339999999629,17.991125,18.71225,17.81,18.735
PKG_E,RCP_8,Laser_Power,1101,18.479650317892826,0.11129529260807511,0.006022586504264857,18.486,0.062000000000001165,0.09192120000000173,17.907,18.698,17.763,18.724
PKG_E,RCP_9,Laser_Power,1076,18.481513011152416,0.10478003013109614,0.005669450876011508,18.490499999999997,0.060499999999997556,0.08969729999999637,18.014375,18.699875,17.779,18.763
PKG_F,RCP_1,Laser_Power,1114,18.481709156193897,0.10195446619714249,0.005516506365049783,18.490499999999997,0.059499999999996334,0.08821469999999455,18.13391,18.71274,17.76,18.743
PKG_F,RCP_2,Laser_Power,1137,18.48227352682498,0.10039924673012572,0.0054321913689031436,18.489,0.06099999999999994,0.09043859999999991,18.115840000000002,18.71052,17.862,18.741
PKG_F,RCP_3,Laser_Power,1112,18.47601978417266,0.10785325883262727,0.0058374725775634274,18.4825,0.06149999999999878,0.09117989999999818,17.91899,18.692115,17.825,18.746
PKG_F,RCP_4,Laser_Power,1106,18.477292043399636,0.10707793360089203,0.005795109659434206,18.485,0.062000000000001165,0.09192120000000173,17.92125,18.693475,17.808,18.764
PKG_F,RCP_5,Laser_Power,1044,18.477954022988506,0.10560746887130247,0.00571532263474169,18.487,0.057000000000000384,0.08450820000000056,17.94218,18.695140000000002,17.843,18.732
PKG_F,RCP_6,Laser_Power,1061,18.476819038642788,0.11354706137378537,0.006145379306703756,18.486,0.06500000000000128,0.0963690000000019,17.8882,18.684099999999997,17.71,18.769
PKG_F,RCP_7,Laser_Power,1107,18.476775971093044,0.10863945064217108,0.005879783941318428,18.488,0.05900000000000105,0.08747340000000156,17.84742,18.69176,17.74,18.747
PKG_F,RCP_8,Laser_Power,1126,18.478868561278862,0.10844049488419173,0.00586835143745873,18.487,0.05900000000000105,0.08747340000000156,17.976125000000003,18.7025,17.753,18.787
PKG_F,RCP_9,Laser_Power,1117,18.477833482542525,0.10701539528374206,0.005791555345752411,18.485,0.05900000000000105,0.08747340000000156,17.95492,18.695520000000002,17.745,18.789
PKG_A,RCP_1,Power_Efficiency,1082,94.94303234750463,0.3055029396441376,0.003217749971645677,94.986,0.11899999999999977,0.17642939999999965,92.691365,95.37919,92.288,95.623
PKG_A,RCP_2,Power_Efficiency,1068,94.92064887640448,0.2852121743114987,0.0030047432006377398,94.962,0.11749999999999972,0.17420549999999957,93.10543,95.41194999999999,92.539,95.518
PKG_A,RCP_3,Power_Efficiency,1103,94.92736718041704,0.3186481687336726,0.003356757679037451,94.971,0.12199999999999989,0.18087719999999982,92.58438,95.39339,92.444,95.519
PKG_A,RCP_4,Power_Efficiency,1068,94.93102902621723,0.2963441287474728,0.003121678251961548,94.973,0.11299999999999955,0.16753379999999932,92.806345,95.406635,92.329,95.565
PKG_A,RCP_5,Power_Efficiency,1118,94.91951341681575,0.3149658339299589,0.0033182411349588757,94.973,0.11149999999999949,0.16530989999999923,92.728885,95.35273500000001,92.349,95.425
PKG_A,RCP_6,Power_Efficiency,1099,94.93785441310283,0.25718269874504496,0.0027089584058426954,94.974,0.11399999999999011,0.16901639999998533,93.86222,95.40504,92.405,95.522
PKG_A,RCP_7,Power_Efficiency,1107,94.92984462511292,0.31373184158244366,0.003304881018413133,94.965,0.11699999999999022,0.1734641999999855,92.605,95.38076,92.055,95.521
PKG_A,RCP_8,Power_Efficiency,1024,94.937400390625,0.28654194331448396,0.0030182198178535734,94.9755,0.1214999999999975,0.18013589999999627,93.48372499999999,95.38853999999999,92.329,95.431
PKG_A,RCP_9,Power_Efficiency,1087,94.91495124195032,0.3298496119401635,0.003475212362479487,94.961,0.12000000000000455,0.17791200000000673,92.41143000000001,95.361,92.13,95.467
PKG_B,RCP_1,Power_Efficiency,1137,94.92551275285841,0.32547326871625276,0.0034287227877676336,94.967,0.11299999999999955,0.16753379999999932,92.55124,95.36848,92.328,95.471
PKG_B,RCP_2,Power_Efficiency,1118,94.94132468694096,0.2812219676886722,0.0029620607108229433,94.978,0.11850000000000449,0.17568810000000665,93.27669,95.36883,92.295,95.631
PKG_B,RCP_3,Power_Efficiency,1083,94.92966574330563,0.2730928372935389,0.002876791308124849,94.963,0.12699999999999534,0.18829019999999308,93.78056000000001,95.37208,92.425,95.464
PKG_B,RCP_4,Power_Efficiency,1099,94.91955777979982,0.3021378970220756,0.0031830942335719,94.963,0.11800000000000921,0.17494680000001364,92.8916,95.3742,92.354,95.53
PKG_B,RCP_5,Power_Efficiency,1083,94.93815789473683,0.2836742879846289,0.0029879902272714645,94.983,0.12000000000000455,0.17791200000000673,93.55792,95.35908,92.252,95.48
PKG_B,RCP_6,Power_Efficiency,1099,94.93677343039126,0.2887849153054655,0.0030418657056762726,94.977,0.11299999999999955,0.16753379999999932,92.95361,95.3451,92.269,95.399
PKG_B,RCP_7,Power_Efficiency,1073,94.93240354147251,0.28772402411792036,0.0030308305002751165,94.98,0.11599999999999966,0.17198159999999948,93.3162,95.34284,92.265,95.504
PKG_B,RCP_8,Power_Efficiency,1074,94.93182216014898,0.29567477131780745,0.0031146012431848957,94.9875,0.11849999999999739,0.1756880999999961,93.385325,95.378175,92.334,95.41
PKG_B,RCP_9,Power_Efficiency,1138,94.91818541300528,0.3340519367740483,0.0035193670772416387,94.971,0.12049999999999983,0.17865329999999974,92.621125,95.37526,92.18,95.494
PKG_C,RCP_1,Power_Efficiency,1076,94.9319972118959,0.2830182293276452,0.0029812733076280446,94.974,0.1074999999999946,0.15937949999999199,93.269875,95.402375,92.275,95.701
PKG_C,RCP_2,Power_Efficiency,1103,94.92171804170444,0.33112924441557806,0.003488445544886729,94.983,0.11099999999999,0.16456859999998516,92.49152,95.38896,92.268,95.444
PKG_C,RCP_3,Power_Efficiency,1071,94.94662464985996,0.2436071893826621,0.002565727747363596,94.981,0.10999999999999943,0.16308599999999915,93.77550000000001,95.40895,92.568,95.513
PKG_C,RCP_4,Power_Efficiency,1089,94.93729384756658,0.2906472302832149,0.003061465294659489,94.968,0.1110000000000042,0.16456860000000623,93.02204,95.38272,92.223,95.491
PKG_C,RCP_5,Power_Efficiency,1008,94.93591865079365,0.2790022536229368,0.0029388481997967624,94.974,0.11599999999999966,0.17198159999999948,93.510525,95.39786,92.211,95.463
PKG_C,RCP_6,Power_Efficiency,1108,94.90261642599278,0.3781670240592914,0.0039847902860949535,94.97149999999999,0.12750000000001194,0.1890315000000177,92.543745,95.383115,92.278,95.529
PKG_C,RCP_7,Power_Efficiency,1043,94.92792233940557,0.3166403754424834,0.003335587334465896,94.971,0.11700000000000443,0.17346420000000656,92.59036,95.36295,92.306,95.434
PKG_C,RCP_8,Power_Efficiency,1102,94.9481497277677,0.27159058567277927,0.0028604094598101712,94.986,0.1150000000000091,0.17049900000001347,93.16148,95.41394,92.404,95.504
PKG_C,RCP_9,Power_Efficiency,1128,94.93205141843973,0.31004773799895885,0.0032659963981220234,94.979,0.11499999999999488,0.1704989999999924,92.56565499999999,95.365015,92.005,95.442
PKG_D,RCP_1,Power_Efficiency,1157,94.91325583405359,0.3419096385425601,0.0036023381090240464,94.97,0.11599999999999966,0.17198159999999948,92.51206,95.36576000000001,92.119,95.476
PKG_D,RCP_2,Power_Efficiency,1110,94.94083693693693,0.2674393511985647,0.002816905346813062,94.98,0.11200000000000898,0.1660512000000133,93.647515,95.37056,92.34,95.502
PKG_D,RCP_3,Power_Efficiency,1060,94.92959339622642,0.31214998718303544,0.003288226316109385,94.983,0.11749999999999972,0.17420549999999957,92.80008,95.379705,92.219,95.465
PKG_D,RCP_4,Power_Efficiency,1055,94.91975829383887,0.3215593372413665,0.0033876965451800833,94.971,0.11399999999999011,0.16901639999998533,92.84093999999999,95.42192,92.496,95.484
PKG_D,RCP_5,Power_Efficiency,1045,94.94212248803828,0.2612824808339408,0.0027520185349433246,94.974,0.11599999999999966,0.17198159999999948,93.68552,95.39,92.271,95.494
PKG_D,RCP_6,Power_Efficiency,1120,94.93246160714286,0.29852156759159626,0.003144567859484801,94.9785,0.117999999999995,0.17494679999999257,92.608535,95.41081,92.396,95.502
PKG_D,RCP_7,Power_Efficiency,1070,94.94142242990654,0.27433158338811453,0.0028894825500497255,94.981,0.11599999999999966,0.17198159999999948,93.354735,95.36631,92.311,95.501
PKG_D,RCP_8,Power_Efficiency,1042,94.91964779270633,0.29284207357817127,0.003085157608440614,94.96799999999999,0.12399999999999523,0.1838423999999929,93.260545,95.37538500000001,92.542,95.497
PKG_D,RCP_9,Power_Efficiency,1103,94.91736627379872,0.32374277003241764,0.0034107854309668576,94.972,0.12299999999999045,0.18235979999998583,92.63212,95.36549,92.364,95.497
PKG_E,RCP_1,Power_Efficiency,1119,94.92520911528149,0.3053695568480529,0.0032169490032642246,94.968,0.12199999999999989,0.18087719999999982,92.666,95.39741000000001,92.36,95.472
PKG_E,RCP_2,Power_Efficiency,1124,94.9281806049822,0.31348565780056054,0.0033023455817092484,94.98349999999999,0.12150000000001171,0.18013590000001736,92.71152000000001,95.37630999999999,92.228,95.535
PKG_E,RCP_3,Power_Efficiency,1053,94.92987464387464,0.30392962377838,0.0032016225126026867,94.976,0.117999999999995,0.17494679999999257,92.75754,95.3474,92.296,95.414
PKG_E,RCP_4,Power_Efficiency,1074,94.92994040968343,0.30442127911532596,0.0032067994333668955,94.977,0.11700000000000443,0.17346420000000656,93.05805,95.437905,92.176,95.533
PKG_E,RCP_5,Power_Efficiency,1027,94.91207400194742,0.3166564423955066,0.0033363135905028207,94.959,0.12300000000000466,0.1823598000000069,92.5977,95.37687,92.43,95.536
PKG_E,RCP_6,Power_Efficiency,1066,94.92125515947468,0.29979860312906986,0.003158392739596481,94.9695,0.11849999999999739,0.1756880999999961,93.375775,95.39515,92.495,95.486
PKG_E,RCP_7,Power_Efficiency,1176,94.9235918367347,0.30076986619324403,0.003168547042663091,94.9675,0.11950000000000216,0.1771707000000032,92.7805,95.38,92.359,95.433
PKG_E,RCP_8,Power_Efficiency,1101,94.91750136239781,0.32166841658051254,0.0033889262987694237,94.973,0.11400000000000432,0.1690164000000064,92.60900000000001,95.3945,92.393,95.478
PKG_E,RCP_9,Power_Efficiency,1076,94.9137778810409,0.3036191247975901,0.003198894107640807,94.9685,0.12049999999999983,0.17865329999999974,92.92225,95.3575,92.264,95.497
PKG_F,RCP_1,Power_Efficiency,1114,94.93131238779175,0.2769891083016498,0.002917784462624482,94.972,0.12049999999999983,0.17865329999999974,93.59213,95.35687,92.355,95.471
PKG_F,RCP_2,Power_Efficiency,1137,94.94211697449428,0.2660853594680286,0.0028026061346358125,94.979,0.1110000000000042,0.16456860000000623,93.48104,95.3596,92.409,95.454
PKG_F,RCP_3,Power_Efficiency,1112,94.92265917266187,0.3110467936735247,0.0032768445004025715,94.967,0.11650000000000205,0.17272290000000304,92.67097,95.41778,92.273,95.561
PKG_F,RCP_4,Power_Efficiency,1106,94.92494846292948,0.30654482899432095,0.0032293389036079827,94.9725,0.1214999999999975,0.18013589999999627,92.66770000000001,95.36595,92.481,95.428
PKG_F,RCP_5,Power_Efficiency,1044,94.92474233716474,0.30803800255009317,0.003245075993527251,94.98,0.117999999999995,0.17494679999999257,92.7023,95.36157,92.252,95.413
PKG_F,RCP_6,Power_Efficiency,1061,94.9176286522149,0.31942165852207394,0.003365251145205683,94.969,0.11899999999999977,0.17642939999999965,92.7647,95.391,92.439,95.579
PKG_F,RCP_7,Power_Efficiency,1107,94.92735501355013,0.3180859367880713,0.0033508353492274915,94.977,0.11700000000000443,0.17346420000000656,92.52089,95.35264,92.183,95.444
PKG_F,RCP_8,Power_Efficiency,1126,94.92696625222024,0.3146437544166541,0.0033145876966156067,94.978,0.117999999999995,0.17494679999999257,92.754625,95.358875,92.332,95.54
PKG_F,RCP_9,Power_Efficiency,1117,94.91674127126231,0.3157812866404353,0.003326929289933846,94.966,0.12199999999999989,0.18087719999999982,92.58973999999999,95.36968,92.196,95.536
PKG_A,RCP_1,Laser_Centering_Position,1082,0.023220887245841034,0.20872152618504414,8.98852502814797,0.006500000000000001,0.11149999999999999,0.16530989999999998,-0.373785,1.2099900000000012,-0.45,1.588
PKG_A,RCP_2,Laser_Centering_Position,1068,0.024083333333333335,0.1906940600522379,7.918092458916452,0.003,0.106,0.15715559999999998,-0.368325,0.8797849999999954,-0.483,1.416
PKG_A,RCP_3,Laser_Centering_Position,1103,0.02786854034451496,0.20799623918653923,7.46347805142499,0.013,0.10300000000000001,0.1527078,-0.38125000000000003,1.2039100000000005,-0.462,1.569
PKG_A,RCP_4,Laser_Centering_Position,1068,0.0229063670411985,0.19716862425006573,8.607590365396918,-0.0005,0.1005,0.1490013,-0.372655,1.0450199999999858,-0.547,1.595
PKG_A,RCP_5,Laser_Centering_Position,1118,0.03799463327370304,0.20757433971118627,5.4632541973988005,0.022,0.10600000000000001,0.1571556,-0.383415,1.2290499999999975,-0.439,1.474
PKG_A,RCP_6,Laser_Centering_Position,1099,0.020523202911737943,0.18421801983714642,8.976085293771844,0.014,0.104,0.15419039999999998,-0.39557000000000003,0.78055,-0.493,1.513
PKG_A,RCP_7,Laser_Centering_Position,1107,0.031605239385727193,0.21104617238959766,6.677569178131437,0.013,0.108,0.16012079999999998,-0.37928,1.3960500000000031,-0.441,1.603
PKG_A,RCP_8,Laser_Centering_Position,1024,0.018900390625,0.19157676204963645,10.136127123014763,0.005,0.10250000000000001,0.1519665,-0.357885,0.8846749999999995,-0.4,1.583
PKG_A,RCP_9,Laser_Centering_Position,1087,0.026712971481140754,0.20860937979839989,7.8092914502483275,0.007,0.09799999999999999,0.14529479999999997,-0.37899,1.3914199999999994,-0.467,1.56
PKG_B,RCP_1,Laser_Centering_Position,1137,0.02995778364116095,0.2147681069560981,7.1690252366004215,0.014,0.109,0.16160339999999998,-0.40196000000000004,1.299359999999997,-0.548,1.465
PKG_B,RCP_2,Laser_Centering_Position,1118,0.02507155635062612,0.18928871307709105,7.54993868070595,0.013,0.1085,0.16086209999999998,-0.384995,0.881409999999998,-0.457,1.61
PKG_B,RCP_3,Laser_Centering_Position,1083,0.02760664819944598,0.18718003736588168,6.780252206410124,0.017,0.104,0.15419039999999998,-0.34718,0.6978499999999905,-0.483,1.666
PKG_B,RCP_4,Laser_Centering_Position,1099,0.020711555959963605,0.20620660400832916,9.956113601843148,0.003,0.111,0.16456859999999998,-0.39453,1.192729999999998,-0.439,1.762
PKG_B,RCP_5,Laser_Centering_Position,1083,0.01422068328716528,0.18710255043082977,13.157071756157954,0.002,0.09999999999999999,0.14825999999999998,-0.38713000000000003,0.8387999999999983,-0.417,1.39
PKG_B,RCP_6,Laser_Centering_Position,1099,0.020797088262056413,0.19507318637505228,9.379831633977181,0.009,0.109,0.16160339999999998,-0.36755,1.0653199999999987,-0.407,1.603
PKG_B,RCP_7,Laser_Centering_Position,1073,0.024852749301025163,0.1911341902176048,7.690665845557803,0.01,0.106,0.15715559999999998,-0.34684,0.8320400000000011,-0.497,1.61
PKG_B,RCP_8,Laser_Centering_Position,1074,0.02200837988826816,0.19640166757838018,8.923949358174907,0.0075,0.10300000000000001,0.1527078,-0.39489,0.8794449999999999,-0.444,1.473
PKG_B,RCP_9,Laser_Centering_Position,1138,0.028811950790861157,0.20602100412398355,7.150539913782278,0.0115,0.10250000000000001,0.1519665,-0.37252,1.2808750000000013,-0.448,1.435
PKG_C,RCP_1,Laser_Centering_Position,1076,0.022657063197026022,0.19613889823598898,8.656854444477794,0.0155,0.105,0.15567299999999998,-0.38325,0.98875,-0.449,1.61
PKG_C,RCP_2,Laser_Centering_Position,1103,0.02403354487760653,0.21090734704381323,8.775540525456485,0.007,0.106,0.15715559999999998,-0.38594,1.3448200000000003,-0.451,1.487
PKG_C,RCP_3,Laser_Centering_Position,1071,0.010142857142857143,0.17777100975471877,17.52671927159199,-0.007,0.10500000000000001,0.155673,-0.33125,0.7161000000000031,-0.433,1.375
PKG_C,RCP_4,Laser_Centering_Position,1089,0.022747474747474745,0.19761454597948933,8.687317962686254,0.005,0.104,0.15419039999999998,-0.39396000000000003,1.1393599999999737,-0.507,1.539
PKG_C,RCP_5,Laser_Centering_Position,1008,0.019767857142857146,0.18594056155543515,9.406207269290304,0.006,0.11149999999999999,0.16530989999999998,-0.364685,0.7835450000000005,-0.438,1.4
PKG_C,RCP_6,Laser_Centering_Position,1108,0.04362454873646209,0.2354298876298584,5.396729466523566,0.014,0.106,0.15715559999999998,-0.36339499999999997,1.4328999999999952,-0.515,1.572
PKG_C,RCP_7,Laser_Centering_Position,1043,0.028874400767018218,0.20905436606703426,7.240128297513505,0.013,0.104,0.15419039999999998,-0.38958000000000004,1.3344799999999994,-0.442,1.572
PKG_C,RCP_8,Laser_Centering_Position,1102,0.017005444646098003,0.19104181121062924,11.23415560053967,0.004,0.11,0.16308599999999998,-0.34791,0.9529399999999987,-0.413,1.549
PKG_C,RCP_9,Laser_Centering_Position,1128,0.024238475177304965,0.19902001444383838,8.21091314482461,0.011,0.1005,0.1490013,-0.40731500000000004,1.2475850000000004,-0.535,1.457
PKG_D,RCP_1,Laser_Centering_Position,1157,0.03014088159031979,0.22156885179728064,7.351107204125074,0.017,0.101,0.1497426,-0.36263999999999996,1.3984400000000028,-0.472,1.685
PKG_D,RCP_2,Laser_Centering_Position,1110,0.02031171171171171,0.18503192556578524,9.109617554245615,0.0125,0.10250000000000001,0.1519665,-0.371095,0.8278299999999981,-0.472,1.494
PKG_D,RCP_3,Laser_Centering_Position,1060,0.02424056603773585,0.2039782053746351,8.41474596992073,0.015,0.104,0.15419039999999998,-0.399755,1.1884599999999992,-0.498,1.581
PKG_D,RCP_4,Laser_Centering_Position,1055,0.02701042654028436,0.20867162059615998,7.725595161740202,0.009,0.10700000000000001,0.1586382,-0.43319,1.203950000000002,-0.491,1.394
PKG_D,RCP_5,Laser_Centering_Position,1045,0.01939712918660287,0.1837464733453306,9.472869494122865,0.016,0.106,0.15715559999999998,-0.41032,0.7322799999999993,-0.462,1.447
PKG_D,RCP_6,Laser_Centering_Position,1120,0.02551964285714286,0.19907191179571956,7.800732671303824,0.007,0.10400000000000001,0.1541904,-0.373,1.2016449999999999,-0.442,1.424
PKG_D,RCP_7,Laser_Centering_Position,1070,0.02382242990654206,0.19233807413778736,8.073822649173497,0.015,0.105,0.15567299999999998,-0.38262,0.8817149999999986,-0.497,1.319
PKG_D,RCP_8,Laser_Centering_Position,1042,0.02824376199616123,0.19823809437137282,7.018827534317719,0.01,0.113,0.16753379999999998,-0.401695,0.8998350000000083,-0.473,1.419
PKG_D,RCP_9,Laser_Centering_Position,1103,0.031997280145058926,0.20721308852949272,6.475959443743249,0.016,0.107,0.15863819999999998,-0.36243,1.1946000000000003,-0.599,1.415
PKG_E,RCP_1,Laser_Centering_Position,1119,0.01716532618409294,0.19716179895807995,11.486050241258406,0.004,0.10400000000000001,0.1541904,-0.37761,1.17043000000001,-0.443,1.54
PKG_E,RCP_2,Laser_Centering_Position,1124,0.027822953736654804,0.2017106136382345,7.2497915047924915,0.01,0.1045,0.15493169999999998,-0.378545,1.1723949999999996,-0.534,1.482
PKG_E,RCP_3,Laser_Centering_Position,1053,0.019083570750237415,0.20237967519799316,10.604916545582823,0.009,0.105,0.15567299999999998,-0.3914,1.1359800000000007,-0.508,1.594
PKG_E,RCP_4,Laser_Centering_Position,1074,0.022609869646182498,0.19776174283598516,8.746699823162214,0.003,0.106,0.15715559999999998,-0.38254,1.1186349999999963,-0.443,1.44
PKG_E,RCP_5,Laser_Centering_Position,1027,0.022951314508276536,0.21428962285122594,9.336703689627466,0.007,0.11,0.16308599999999998,-0.38635,1.3199000000000003,-0.514,1.584
PKG_E,RCP_6,Laser_Centering_Position,1066,0.030820825515947465,0.2053750051710025,6.663514092597433,0.0165,0.1115,0.16530989999999998,-0.384475,0.9027999999999993,-0.48,1.466
PKG_E,RCP_7,Laser_Centering_Position,1176,0.017875850340136053,0.20115940513898936,11.253137686397656,-0.001,0.101,0.1497426,-0.3515,1.0870000000000002,-0.412,1.541
