Machine_ID,Product_ID,Recipe_ID,column,n,mean,std,cv,median,mad,robust_z_scale,p0_5,p99_5,min,max
DP02,PKG_C,RCP_9,Laser_Power,123,18.40231707317073,0.19540040090371016,0.010618249871837609,18.447,0.0779999999999994,0.1156427999999991,17.74937,18.69289,17.739,18.724
DP02,PKG_D,RCP_1,Laser_Power,134,18.393731343283584,0.20299861713589062,0.011036293471254541,18.446,0.08799999999999741,0.13046879999999617,17.77231,18.6764,17.763,18.703
DP02,PKG_D,RCP_2,Laser_Power,130,18.415492307692308,0.15097878315718963,0.008198465761033415,18.444000000000003,0.06749999999999723,0.10007549999999589,17.78639,18.65252,17.669,18.668
DP02,PKG_D,RCP_3,Laser_Power,138,18.40855072463768,0.16544181381559803,0.008987226441143659,18.4495,0.07750000000000057,0.11490150000000084,17.878330000000002,18.638984999999998,17.866,18.652
DP02,PKG_D,RCP_4,Laser_Power,135,18.403748148148146,0.199131686666399,0.010820170166610129,18.457,0.1039999999999992,0.1541903999999988,17.75767,18.677580000000003,17.757,18.695
DP02,PKG_D,RCP_5,Laser_Power,108,18.427037037037035,0.15393996438264307,0.008354026969894002,18.4425,0.07750000000000057,0.11490150000000084,17.886725,18.701905,17.868,18.711
DP02,PKG_D,RCP_6,Laser_Power,134,18.409350746268657,0.17367436721205137,0.009434029999523637,18.444499999999998,0.07749999999999879,0.1149014999999982,17.778605000000002,18.643085000000003,17.754,18.677
DP02,PKG_D,RCP_7,Laser_Power,113,18.420300884955754,0.16146974976290673,0.008765858428229176,18.442,0.08599999999999852,0.1275035999999978,17.872,18.67652,17.858,18.681
DP02,PKG_D,RCP_8,Laser_Power,126,18.402,0.15695782873115827,0.00852938967129433,18.436,0.08500000000000085,0.12602100000000127,17.847625,18.633374999999997,17.832,18.644
DP02,PKG_D,RCP_9,Laser_Power,141,18.41167375886525,0.17102349447846973,0.009288861877433694,18.452,0.07199999999999918,0.10674719999999877,17.8362,18.6743,17.811,18.682
DP02,PKG_E,RCP_1,Laser_Power,134,18.415425373134326,0.17100579847116926,0.009286008604538896,18.448999999999998,0.08300000000000196,0.12305580000000291,17.839955,18.699065,17.822,18.725
DP02,PKG_E,RCP_2,Laser_Power,124,18.392419354838708,0.18078852114678703,0.009829512782353176,18.442500000000003,0.09350000000000236,0.1386231000000035,17.822675,18.686715,17.795,18.723
DP02,PKG_E,RCP_3,Laser_Power,126,18.415626984126984,0.16722988891353077,0.009080868604564566,18.451999999999998,0.0804999999999989,0.11934929999999837,17.758,18.68275,17.748,18.714
DP02,PKG_E,RCP_4,Laser_Power,145,18.41398620689655,0.1640426344568394,0.008908588972191196,18.457,0.07900000000000063,0.11712540000000092,17.85072,18.701520000000002,17.778,18.708
DP02,PKG_E,RCP_5,Laser_Power,131,18.407572519083967,0.17956884390263442,0.009755161562800702,18.429,0.08399999999999963,0.12453839999999944,17.80485,18.7027,17.747,18.704
DP02,PKG_E,RCP_6,Laser_Power,131,18.409824427480917,0.16661842547089636,0.009050516811131554,18.441,0.0940000000000012,0.13936440000000178,17.76705,18.66525,17.756,18.675
DP02,PKG_E,RCP_7,Laser_Power,140,18.41852857142857,0.1687132189750918,0.009159972704703747,18.458,0.07600000000000229,0.11267760000000339,17.84197,18.66332,17.81,18.68
DP02,PKG_E,RCP_8,Laser_Power,133,18.391503759398496,0.18769473217370772,0.010205513079798667,18.433,0.09299999999999997,0.13788179999999994,17.7696,18.68242,17.763,18.724
DP02,PKG_E,RCP_9,Laser_Power,135,18.398437037037034,0.16266266748747335,0.008841113359793809,18.429,0.07500000000000284,0.11119500000000421,17.80781,18.65957,17.779,18.679
DP02,PKG_F,RCP_1,Laser_Power,133,18.431278195488723,0.16375819911850903,0.00888479883932254,18.464,0.08200000000000074,0.12157320000000109,17.78706,18.673740000000002,17.76,18.681
DP02,PKG_F,RCP_2,Laser_Power,128,18.4305546875,0.14862370221382581,0.00806398422260322,18.4525,0.07249999999999979,0.10748849999999968,17.86708,18.701315,17.862,18.721
DP02,PKG_F,RCP_3,Laser_Power,119,18.407747899159663,0.18725516075291448,0.01017262740552107,18.469,0.07699999999999818,0.1141601999999973,17.8309,18.6874,17.825,18.711
DP02,PKG_F,RCP_4,Laser_Power,132,18.40019696969697,0.17349397505406408,0.009428919447970524,18.446,0.07249999999999979,0.10748849999999968,17.82634,18.65204,17.808,18.673
DP02,PKG_F,RCP_5,Laser_Power,131,18.406526717557252,0.17349047095287476,0.009425486601303717,18.439,0.08099999999999952,0.12009059999999927,17.84495,18.64535,17.843,18.646
DP02,PKG_F,RCP_6,Laser_Power,106,18.37772641509434,0.21252085759907258,0.01156404512717748,18.4465,0.08700000000000152,0.12898620000000224,17.756725,18.661775,17.71,18.677
DP02,PKG_F,RCP_7,Laser_Power,139,18.400992805755394,0.1950278871327427,0.010598769815927682,18.444,0.09299999999999997,0.13788179999999994,17.74759,18.649160000000002,17.74,18.674
DP02,PKG_F,RCP_8,Laser_Power,138,18.400652173913045,0.18081525241579716,0.009826567596997588,18.441000000000003,0.09649999999999714,0.14307089999999575,17.77629,18.668695,17.753,18.705
DP02,PKG_F,RCP_9,Laser_Power,143,18.423000000000002,0.17967356942326265,0.00975267705711679,18.471,0.06700000000000017,0.09933420000000025,17.74571,18.68958,17.745,18.691
DP03,PKG_A,RCP_1,Laser_Power,234,18.477064102564103,0.09828813817030575,0.00531946729332752,18.482,0.06700000000000017,0.09933420000000025,18.246495,18.680844999999998,18.159,18.702
DP03,PKG_A,RCP_2,Laser_Power,271,18.45887084870849,0.10291313272753598,0.005575266958148553,18.475,0.06400000000000006,0.09488640000000008,18.172800000000002,18.6698,18.163,18.674
DP03,PKG_A,RCP_3,Laser_Power,270,18.465303703703704,0.1003494469859957,0.005434486678162135,18.474,0.06599999999999895,0.09785159999999843,18.222105000000003,18.700825,18.209,18.754
DP03,PKG_A,RCP_4,Laser_Power,256,18.459484375,0.10039244439775755,0.005438529178730517,18.464,0.06099999999999994,0.09043859999999991,18.196925,18.66745,18.115,18.687
DP03,PKG_A,RCP_5,Laser_Power,264,18.455818181818184,0.09916563078890511,0.005373136525943807,18.461,0.07150000000000034,0.1060059000000005,18.18819,18.671235,18.163,18.689
DP03,PKG_A,RCP_6,Laser_Power,263,18.45154372623574,0.10617512623898276,0.005754267925453591,18.459,0.06800000000000139,0.10081680000000207,18.15402,18.690179999999998,18.119,18.728
DP03,PKG_A,RCP_7,Laser_Power,257,18.461365758754862,0.10247796292597366,0.005550941586072847,18.474,0.07000000000000028,0.10378200000000042,18.21428,18.6782,18.2,18.718
DP03,PKG_A,RCP_8,Laser_Power,240,18.4676,0.09890470456845868,0.005355579748773998,18.48,0.06049999999999933,0.08969729999999901,18.233975,18.69625,18.143,18.717
DP03,PKG_A,RCP_9,Laser_Power,262,18.467045801526716,0.1017452955859692,0.005509559930671622,18.48,0.06099999999999994,0.09043859999999991,18.182235,18.704,18.165,18.743
DP03,PKG_B,RCP_1,Laser_Power,263,18.4528897338403,0.10391621335489686,0.005631433062992159,18.462,0.06500000000000128,0.0963690000000019,18.16568,18.707069999999998,18.154,18.739
DP03,PKG_B,RCP_2,Laser_Power,256,18.45686328125,0.10346252925659424,0.005605639900995527,18.464,0.0660000000000025,0.0978516000000037,18.201925,18.683175000000002,18.151,18.686
DP03,PKG_B,RCP_3,Laser_Power,272,18.45472794117647,0.09678083941011432,0.005244230081234384,18.4565,0.0730000000000004,0.10822980000000058,18.21984,18.66661,18.217,18.675
DP03,PKG_B,RCP_4,Laser_Power,266,18.461894736842105,0.11388145197647481,0.006168459608277138,18.471,0.07749999999999879,0.1149014999999982,18.18695,18.755625,18.169,18.775
DP03,PKG_B,RCP_5,Laser_Power,251,18.467733067729082,0.11078868381811975,0.005999040781660111,18.475,0.07299999999999685,0.10822979999999531,18.171,18.721,18.142,18.751
DP03,PKG_B,RCP_6,Laser_Power,280,18.462085714285713,0.09851517618395672,0.005336080533291371,18.467,0.07000000000000028,0.10378200000000042,18.206084999999998,18.665025,18.14,18.702
DP03,PKG_B,RCP_7,Laser_Power,259,18.460169884169886,0.09500723197883963,0.00514660659002445,18.461,0.06099999999999994,0.09043859999999991,18.20287,18.68039,18.152,18.763
DP03,PKG_B,RCP_8,Laser_Power,271,18.461025830258304,0.10533693417171838,0.005705909039955258,18.463,0.07399999999999807,0.10971239999999713,18.2211,18.703799999999998,18.155,18.751
DP03,PKG_B,RCP_9,Laser_Power,268,18.457708955223882,0.10374874754006813,0.005620889775201774,18.4645,0.067499999999999,0.10007549999999851,18.203685,18.69755,18.2,18.74
DP03,PKG_C,RCP_1,Laser_Power,246,18.456142276422764,0.1108130254689052,0.006004127179408772,18.4545,0.0730000000000004,0.10822980000000058,18.206375,18.700925,18.167,18.714
DP03,PKG_C,RCP_2,Laser_Power,258,18.456104651162793,0.09921803554548078,0.005375892552669815,18.46,0.07199999999999918,0.10674719999999877,18.219705,18.662575,18.167,18.678
DP03,PKG_C,RCP_3,Laser_Power,237,18.451632911392405,0.0947297463548488,0.005133949217923189,18.454,0.060000000000002274,0.08895600000000337,18.20894,18.6911,18.155,18.713
DP03,PKG_C,RCP_4,Laser_Power,266,18.460917293233084,0.09295119799792519,0.005035025969809029,18.463,0.06099999999999994,0.09043859999999991,18.211174999999997,18.651125,18.203,18.656
DP03,PKG_C,RCP_5,Laser_Power,246,18.450337398373986,0.10702860567337905,0.005800902355466485,18.4555,0.07600000000000051,0.11267760000000075,18.190475,18.678900000000002,18.169,18.692
DP03,PKG_C,RCP_6,Laser_Power,259,18.449243243243245,0.1110139609153855,0.006017263659637784,18.451,0.06799999999999784,0.10081679999999679,18.1939,18.72769,18.147,18.768
DP03,PKG_C,RCP_7,Laser_Power,237,18.457898734177213,0.10823146041615964,0.005863693477511334,18.461,0.07800000000000296,0.11564280000000438,18.21996,18.725240000000003,18.202,18.738
DP03,PKG_C,RCP_8,Laser_Power,255,18.458784313725488,0.1074155067555641,0.0058192080762161915,18.473,0.0779999999999994,0.1156427999999991,18.1827,18.66214,18.151,18.671
DP03,PKG_C,RCP_9,Laser_Power,273,18.45920512820513,0.10254128495715155,0.005555021694865476,18.459,0.06700000000000017,0.09933420000000025,18.1876,18.71512,18.175,18.767
DP03,PKG_D,RCP_1,Laser_Power,255,18.453960784313725,0.09721405895869631,0.005267923785842788,18.462,0.06800000000000139,0.10081680000000207,18.21808,18.65273,18.201,18.657
DP03,PKG_D,RCP_2,Laser_Power,263,18.46445627376426,0.0951384536914223,0.0051525185621957605,18.468,0.06800000000000139,0.10081680000000207,18.21562,18.67242,18.207,18.709
DP03,PKG_D,RCP_3,Laser_Power,274,18.468525547445257,0.10176667130693352,0.0055102759040236895,18.4755,0.06900000000000084,0.10229940000000123,18.19392,18.70724,18.167,18.728
DP03,PKG_D,RCP_4,Laser_Power,235,18.458697872340426,0.10442638491898737,0.0056572996449259765,18.465,0.07400000000000162,0.1097124000000024,18.18955,18.69273,18.059,18.755
DP03,PKG_D,RCP_5,Laser_Power,234,18.462871794871795,0.09931646548753324,0.005379253378941793,18.469,0.06799999999999784,0.10081679999999679,18.21932,18.69568,18.214,18.711
DP03,PKG_D,RCP_6,Laser_Power,250,18.45474,0.09772735000888472,0.005295514865497141,18.456,0.06349999999999945,0.09414509999999918,18.19749,18.663835,18.189,18.701
DP03,PKG_D,RCP_7,Laser_Power,246,18.466292682926827,0.10102097027864033,0.0054705604429220464,18.471,0.06799999999999962,0.10081679999999943,18.180375,18.70165,18.175,18.706
DP03,PKG_D,RCP_8,Laser_Power,261,18.46519540229885,0.10320981308597292,0.005589424364993379,18.472,0.07600000000000051,0.11267760000000075,18.204400000000003,18.6818,18.144,18.683
DP03,PKG_D,RCP_9,Laser_Power,252,18.45513095238095,0.10525178838600267,0.005703117938180971,18.459,0.07149999999999856,0.10600589999999786,18.206785,18.725995,18.184,18.748
DP03,PKG_E,RCP_1,Laser_Power,283,18.459371024734985,0.09865877224988198,0.005344644306552064,18.467,0.06799999999999784,0.10081679999999679,18.21787,18.681,18.186,18.719
DP03,PKG_E,RCP_2,Laser_Power,284,18.45619366197183,0.10841675167838748,0.005874274710379496,18.4665,0.06650000000000134,0.09859290000000198,18.16345,18.70617,18.128,18.722
DP03,PKG_E,RCP_3,Laser_Power,253,18.45816996047431,0.10126543957726183,0.0054862123273384175,18.462,0.06800000000000139,0.10081680000000207,18.21526,18.69854,18.197,18.716
DP03,PKG_E,RCP_4,Laser_Power,226,18.454725663716815,0.1018805180624276,0.005520565296873055,18.455,0.07049999999999912,0.10452329999999868,18.230625,18.687625,18.212,18.727
DP03,PKG_E,RCP_5,Laser_Power,243,18.459423868312758,0.10099843181754044,0.005471375083970699,18.47,0.07000000000000028,0.10378200000000042,18.21219,18.654,18.096,18.772
DP03,PKG_E,RCP_6,Laser_Power,231,18.458021645021645,0.09350505431060945,0.005065822118364939,18.463,0.06400000000000006,0.09488640000000008,18.231,18.661450000000002,18.219,18.684
