Machine_ID,column,group_key,stable_days,n_ok_shots,n_in_zone,baseline_rate
DP01,CLN_Pressure,PKG_B|RCP_4,54,252,18,0.07142857142857142
DP01,CLN_Pressure,PKG_B|RCP_5,54,258,17,0.06589147286821706
DP01,CLN_Pressure,PKG_B|RCP_6,54,260,9,0.03461538461538462
DP01,CLN_Pressure,PKG_B|RCP_7,54,237,10,0.04219409282700422
DP01,CLN_Pressure,PKG_B|RCP_8,54,263,8,0.030418250950570342
DP01,CLN_Pressure,PKG_B|RCP_9,54,248,17,0.06854838709677419
DP01,CLN_Pressure,PKG_C|RCP_1,54,256,12,0.046875
DP01,CLN_Pressure,PKG_C|RCP_2,54,285,18,0.06315789473684211
DP01,CLN_Pressure,PKG_C|RCP_3,54,257,20,0.07782101167315175
DP01,CLN_Pressure,PKG_C|RCP_4,54,235,15,0.06382978723404255
DP01,CLN_Pressure,PKG_C|RCP_5,54,269,16,0.05947955390334572
DP01,CLN_Pressure,PKG_C|RCP_6,54,229,12,0.05240174672489083
DP01,CLN_Pressure,PKG_C|RCP_7,54,234,13,0.05555555555555555
DP01,CLN_Pressure,PKG_C|RCP_8,54,271,12,0.04428044280442804
DP01,CLN_Pressure,PKG_C|RCP_9,54,281,13,0.046263345195729534
DP01,CLN_Pressure,PKG_D|RCP_1,54,264,14,0.05303030303030303
DP01,CLN_Pressure,PKG_D|RCP_2,54,242,12,0.049586776859504134
DP01,CLN_Pressure,PKG_D|RCP_3,54,235,8,0.03404255319148936
DP01,CLN_Pressure,PKG_D|RCP_4,54,241,14,0.058091286307053944
DP01,CLN_Pressure,PKG_D|RCP_5,54,237,10,0.04219409282700422
DP01,CLN_Pressure,PKG_D|RCP_6,54,243,9,0.037037037037037035
DP01,CLN_Pressure,PKG_D|RCP_7,54,237,17,0.07172995780590717
DP01,CLN_Pressure,PKG_D|RCP_8,54,235,13,0.05531914893617021
DP01,CLN_Pressure,PKG_D|RCP_9,54,268,13,0.048507462686567165
DP01,CLN_Pressure,PKG_E|RCP_1,54,244,14,0.05737704918032787
DP01,CLN_Pressure,PKG_E|RCP_2,54,268,10,0.03731343283582089
DP01,CLN_Pressure,PKG_E|RCP_3,54,233,8,0.034334763948497854
DP01,CLN_Pressure,PKG_E|RCP_4,54,247,9,0.03643724696356275
DP01,CLN_Pressure,PKG_E|RCP_5,54,244,14,0.05737704918032787
DP01,CLN_Pressure,PKG_E|RCP_6,54,254,15,0.05905511811023622
DP01,CLN_Pressure,PKG_E|RCP_7,54,261,16,0.06130268199233716
DP01,CLN_Pressure,PKG_E|RCP_8,54,287,18,0.0627177700348432
DP01,CLN_Pressure,PKG_E|RCP_9,54,269,15,0.055762081784386616
DP01,CLN_Pressure,PKG_F|RCP_1,54,278,18,0.06474820143884892
DP01,CLN_Pressure,PKG_F|RCP_2,54,247,13,0.05263157894736842
DP01,CLN_Pressure,PKG_F|RCP_3,54,278,14,0.050359712230215826
DP01,CLN_Pressure,PKG_F|RCP_4,54,281,13,0.046263345195729534
DP01,CLN_Pressure,PKG_F|RCP_5,54,276,12,0.043478260869565216
DP01,CLN_Pressure,PKG_F|RCP_6,54,271,12,0.04428044280442804
DP01,CLN_Pressure,PKG_F|RCP_7,54,261,16,0.06130268199233716
DP01,CLN_Pressure,PKG_F|RCP_8,54,280,17,0.060714285714285714
DP01,CLN_Pressure,PKG_F|RCP_9,54,254,19,0.07480314960629922
DP01,Surface_Roughness,PKG_A|RCP_1,89,439,119,0.27107061503416857
DP01,Surface_Roughness,PKG_A|RCP_2,89,432,110,0.25462962962962965
DP01,Surface_Roughness,PKG_A|RCP_3,89,425,113,0.26588235294117646
DP01,Surface_Roughness,PKG_A|RCP_4,89,394,110,0.27918781725888325
DP01,Surface_Roughness,PKG_A|RCP_5,89,444,111,0.25
DP01,Surface_Roughness,PKG_A|RCP_6,89,391,111,0.28388746803069054
DP01,Surface_Roughness,PKG_A|RCP_7,89,439,113,0.25740318906605925
DP01,Surface_Roughness,PKG_A|RCP_8,89,441,120,0.272108843537415
DP01,Surface_Roughness,PKG_A|RCP_9,89,414,94,0.22705314009661837
DP01,Surface_Roughness,PKG_B|RCP_1,89,439,104,0.23690205011389523
DP01,Surface_Roughness,PKG_B|RCP_2,89,401,90,0.22443890274314215
DP01,Surface_Roughness,PKG_B|RCP_3,89,419,95,0.22673031026252982
DP01,Surface_Roughness,PKG_B|RCP_4,89,413,100,0.24213075060532688
DP01,Surface_Roughness,PKG_B|RCP_5,89,417,110,0.2637889688249401
DP01,Surface_Roughness,PKG_B|RCP_6,89,424,110,0.25943396226415094
DP01,Surface_Roughness,PKG_B|RCP_7,89,394,108,0.27411167512690354
DP01,Surface_Roughness,PKG_B|RCP_8,89,419,112,0.26730310262529833
DP01,Surface_Roughness,PKG_B|RCP_9,89,422,107,0.25355450236966826
DP01,Surface_Roughness,PKG_C|RCP_1,89,416,105,0.25240384615384615
DP01,Surface_Roughness,PKG_C|RCP_2,89,435,100,0.22988505747126436
DP01,Surface_Roughness,PKG_C|RCP_3,89,403,97,0.24069478908188585
DP01,Surface_Roughness,PKG_C|RCP_4,89,401,93,0.23192019950124687
DP01,Surface_Roughness,PKG_C|RCP_5,89,453,110,0.24282560706401765
DP01,Surface_Roughness,PKG_C|RCP_6,89,383,84,0.2193211488250653
DP01,Surface_Roughness,PKG_C|RCP_7,89,397,103,0.2594458438287154
DP01,Surface_Roughness,PKG_C|RCP_8,89,430,109,0.2534883720930233
DP01,Surface_Roughness,PKG_C|RCP_9,89,433,98,0.22632794457274827
DP01,Surface_Roughness,PKG_D|RCP_1,89,423,102,0.24113475177304963
DP01,Surface_Roughness,PKG_D|RCP_2,89,393,104,0.26463104325699743
DP01,Surface_Roughness,PKG_D|RCP_3,89,410,98,0.23902439024390243
DP01,Surface_Roughness,PKG_D|RCP_4,89,382,105,0.27486910994764396
DP01,Surface_Roughness,PKG_D|RCP_5,89,407,99,0.24324324324324326
DP01,Surface_Roughness,PKG_D|RCP_6,89,425,95,0.2235294117647059
DP01,Surface_Roughness,PKG_D|RCP_7,89,396,93,0.23484848484848486
DP01,Surface_Roughness,PKG_D|RCP_8,89,395,106,0.2683544303797468
DP01,Surface_Roughness,PKG_D|RCP_9,89,437,116,0.2654462242562929
DP01,Surface_Roughness,PKG_E|RCP_1,89,406,90,0.22167487684729065
DP01,Surface_Roughness,PKG_E|RCP_2,89,425,96,0.22588235294117648
DP01,Surface_Roughness,PKG_E|RCP_3,89,379,91,0.24010554089709762
DP01,Surface_Roughness,PKG_E|RCP_4,89,452,100,0.22123893805309736
DP01,Surface_Roughness,PKG_E|RCP_5,89,421,125,0.29691211401425177
DP01,Surface_Roughness,PKG_E|RCP_6,89,406,102,0.2512315270935961
DP01,Surface_Roughness,PKG_E|RCP_7,89,428,111,0.25934579439252337
DP01,Surface_Roughness,PKG_E|RCP_8,89,460,113,0.24565217391304348
DP01,Surface_Roughness,PKG_E|RCP_9,89,441,121,0.2743764172335601
DP01,Surface_Roughness,PKG_F|RCP_1,89,456,101,0.22149122807017543
DP01,Surface_Roughness,PKG_F|RCP_2,89,407,97,0.23832923832923833
DP01,Surface_Roughness,PKG_F|RCP_3,89,429,107,0.2494172494172494
DP01,Surface_Roughness,PKG_F|RCP_4,89,445,112,0.251685393258427
DP01,Surface_Roughness,PKG_F|RCP_5,89,423,94,0.2222222222222222
DP01,Surface_Roughness,PKG_F|RCP_6,89,435,112,0.2574712643678161
DP01,Surface_Roughness,PKG_F|RCP_7,89,415,104,0.25060240963855424
DP01,Surface_Roughness,PKG_F|RCP_8,89,448,106,0.23660714285714285
DP01,Surface_Roughness,PKG_F|RCP_9,89,400,101,0.2525
DP02,CLN_Flow,PKG_A|RCP_1,89,443,0,0.0
DP02,CLN_Flow,PKG_A|RCP_2,89,423,0,0.0
DP02,CLN_Flow,PKG_A|RCP_3,89,392,0,0.0
DP02,CLN_Flow,PKG_A|RCP_4,89,377,0,0.0
DP02,CLN_Flow,PKG_A|RCP_5,89,416,0,0.0
DP02,CLN_Flow,PKG_A|RCP_6,89,381,0,0.0
DP02,CLN_Flow,PKG_A|RCP_7,89,434,0,0.0
DP02,CLN_Flow,PKG_A|RCP_8,89,409,0,0.0
DP02,CLN_Flow,PKG_A|RCP_9,89,430,0,0.0
DP02,CLN_Flow,PKG_B|RCP_1,89,430,0,0.0
DP02,CLN_Flow,PKG_B|RCP_2,89,466,0,0.0
DP02,CLN_Flow,PKG_B|RCP_3,89,409,0,0.0
DP02,CLN_Flow,PKG_B|RCP_4,89,396,0,0.0
DP02,CLN_Flow,PKG_B|RCP_5,89,444,0,0.0
DP02,CLN_Flow,PKG_B|RCP_6,89,407,0,0.0
DP02,CLN_Flow,PKG_B|RCP_7,89,399,0,0.0
DP02,CLN_Flow,PKG_B|RCP_8,89,398,0,0.0
DP02,CLN_Flow,PKG_B|RCP_9,89,399,0,0.0
DP02,CLN_Flow,PKG_C|RCP_1,89,417,0,0.0
DP02,CLN_Flow,PKG_C|RCP_2,89,414,0,0.0
DP02,CLN_Flow,PKG_C|RCP_3,89,443,0,0.0
DP02,CLN_Flow,PKG_C|RCP_4,89,412,0,0.0
DP02,CLN_Flow,PKG_C|RCP_5,89,401,0,0.0
DP02,CLN_Flow,PKG_C|RCP_6,89,449,0,0.0
DP02,CLN_Flow,PKG_C|RCP_7,89,420,0,0.0
DP02,CLN_Flow,PKG_C|RCP_8,89,430,0,0.0
DP02,CLN_Flow,PKG_C|RCP_9,89,440,0,0.0
DP02,CLN_Flow,PKG_D|RCP_1,89,407,0,0.0
DP02,CLN_Flow,PKG_D|RCP_2,89,396,0,0.0
DP02,CLN_Flow,PKG_D|RCP_3,89,428,0,0.0
DP02,CLN_Flow,PKG_D|RCP_4,89,425,0,0.0
DP02,CLN_Flow,PKG_D|RCP_5,89,413,0,0.0
DP02,CLN_Flow,PKG_D|RCP_6,89,420,0,0.0
DP02,CLN_Flow,PKG_D|RCP_7,89,428,0,0.0
DP02,CLN_Flow,PKG_D|RCP_8,89,433,0,0.0
DP02,CLN_Flow,PKG_D|RCP_9,89,412,0,0.0
DP02,CLN_Flow,PKG_E|RCP_1,89,443,0,0.0
DP02,CLN_Flow,PKG_E|RCP_2,89,416,0,0.0
DP02,CLN_Flow,PKG_E|RCP_3,89,440,0,0.0
DP02,CLN_Flow,PKG_E|RCP_4,89,431,0,0.0
DP02,CLN_Flow,PKG_E|RCP_5,89,419,0,0.0
DP02,CLN_Flow,PKG_E|RCP_6,89,407,0,0.0
DP02,CLN_Flow,PKG_E|RCP_7,89,382,0,0.0
DP02,CLN_Flow,PKG_E|RCP_8,89,420,0,0.0
DP02,CLN_Flow,PKG_E|RCP_9,89,420,0,0.0
DP02,CLN_Flow,PKG_F|RCP_1,89,438,0,0.0
DP02,CLN_Flow,PKG_F|RCP_2,89,426,0,0.0
DP02,CLN_Flow,PKG_F|RCP_3,89,425,0,0.0
DP02,CLN_Flow,PKG_F|RCP_4,89,465,0,0.0
DP02,CLN_Flow,PKG_F|RCP_5,89,399,0,0.0
DP02,CLN_Flow,PKG_F|RCP_6,89,420,0,0.0
DP02,CLN_Flow,PKG_F|RCP_7,89,423,0,0.0
DP02,CLN_Flow,PKG_F|RCP_8,89,409,0,0.0
DP02,CLN_Flow,PKG_F|RCP_9,89,374,0,0.0
DP02,CLN_Pressure,PKG_A|RCP_1,89,443,24,0.05417607223476298
DP02,CLN_Pressure,PKG_A|RCP_2,89,423,19,0.04491725768321513
DP02,CLN_Pressure,PKG_A|RCP_3,89,392,24,0.061224489795918366
DP02,CLN_Pressure,PKG_A|RCP_4,89,377,9,0.023872679045092837
DP02,CLN_Pressure,PKG_A|RCP_5,89,416,24,0.057692307692307696
DP02,CLN_Pressure,PKG_A|RCP_6,89,381,20,0.05249343832020997
DP02,CLN_Pressure,PKG_A|RCP_7,89,434,20,0.04608294930875576
DP02,CLN_Pressure,PKG_A|RCP_8,89,409,15,0.03667481662591687
DP02,CLN_Pressure,PKG_A|RCP_9,89,430,16,0.037209302325581395
DP02,CLN_Pressure,PKG_B|RCP_1,89,430,33,0.07674418604651163
DP02,CLN_Pressure,PKG_B|RCP_2,89,466,19,0.0407725321888412
DP02,CLN_Pressure,PKG_B|RCP_3,89,409,20,0.0488997555012225
DP02,CLN_Pressure,PKG_B|RCP_4,89,396,18,0.045454545454545456
DP02,CLN_Pressure,PKG_B|RCP_5,89,444,24,0.05405405405405406
DP02,CLN_Pressure,PKG_B|RCP_6,89,407,15,0.036855036855036855
DP02,CLN_Pressure,PKG_B|RCP_7,89,399,21,0.05263157894736842
DP02,CLN_Pressure,PKG_B|RCP_8,89,398,17,0.04271356783919598
DP02,CLN_Pressure,PKG_B|RCP_9,89,399,31,0.07769423558897243
DP02,CLN_Pressure,PKG_C|RCP_1,89,417,12,0.02877697841726619
DP02,CLN_Pressure,PKG_C|RCP_2,89,414,12,0.028985507246376812
DP02,CLN_Pressure,PKG_C|RCP_3,89,443,28,0.06320541760722348
DP02,CLN_Pressure,PKG_C|RCP_4,89,412,16,0.038834951456310676
DP02,CLN_Pressure,PKG_C|RCP_5,89,401,17,0.04239401496259352
DP02,CLN_Pressure,PKG_C|RCP_6,89,449,25,0.0556792873051225
DP02,CLN_Pressure,PKG_C|RCP_7,89,420,23,0.05476190476190476
DP02,CLN_Pressure,PKG_C|RCP_8,89,430,18,0.04186046511627907
DP02,CLN_Pressure,PKG_C|RCP_9,89,440,19,0.04318181818181818
DP02,CLN_Pressure,PKG_D|RCP_1,89,407,27,0.06633906633906633
DP02,CLN_Pressure,PKG_D|RCP_2,89,396,26,0.06565656565656566
DP02,CLN_Pressure,PKG_D|RCP_3,89,428,29,0.06775700934579439
DP02,CLN_Pressure,PKG_D|RCP_4,89,425,21,0.04941176470588235
DP02,CLN_Pressure,PKG_D|RCP_5,89,413,17,0.04116222760290557
DP02,CLN_Pressure,PKG_D|RCP_6,89,420,18,0.04285714285714286
DP02,CLN_Pressure,PKG_D|RCP_7,89,428,22,0.0514018691588785
DP02,CLN_Pressure,PKG_D|RCP_8,89,433,27,0.06235565819861432
DP02,CLN_Pressure,PKG_D|RCP_9,89,412,23,0.055825242718446605
DP02,CLN_Pressure,PKG_E|RCP_1,89,443,23,0.05191873589164785
DP02,CLN_Pressure,PKG_E|RCP_2,89,416,19,0.04567307692307692
DP02,CLN_Pressure,PKG_E|RCP_3,89,440,25,0.056818181818181816
DP02,CLN_Pressure,PKG_E|RCP_4,89,431,24,0.05568445475638051
DP02,CLN_Pressure,PKG_E|RCP_5,89,419,22,0.05250596658711217
DP02,CLN_Pressure,PKG_E|RCP_6,89,407,23,0.056511056511056514
DP02,CLN_Pressure,PKG_E|RCP_7,89,382,14,0.03664921465968586
DP02,CLN_Pressure,PKG_E|RCP_8,89,420,24,0.05714285714285714
DP02,CLN_Pressure,PKG_E|RCP_9,89,420,33,0.07857142857142857
DP02,CLN_Pressure,PKG_F|RCP_1,89,438,37,0.08447488584474885
DP02,CLN_Pressure,PKG_F|RCP_2,89,426,26,0.06103286384976526
DP02,CLN_Pressure,PKG_F|RCP_3,89,425,27,0.06352941176470588
DP02,CLN_Pressure,PKG_F|RCP_4,89,465,25,0.053763440860215055
DP02,CLN_Pressure,PKG_F|RCP_5,89,399,20,0.05012531328320802
DP02,CLN_Pressure,PKG_F|RCP_6,89,420,19,0.04523809523809524
DP02,CLN_Pressure,PKG_F|RCP_7,89,423,33,0.07801418439716312
DP02,CLN_Pressure,PKG_F|RCP_8,89,409,23,0.05623471882640587
DP02,CLN_Pressure,PKG_F|RCP_9,89,374,11,0.029411764705882353
DP02,Surface_Roughness,PKG_A|RCP_1,24,115,25,0.21739130434782608
DP02,Surface_Roughness,PKG_A|RCP_2,24,118,28,0.23728813559322035
DP02,Surface_Roughness,PKG_A|RCP_3,24,114,36,0.3157894736842105
DP02,Surface_Roughness,PKG_A|RCP_4,24,97,20,0.20618556701030927
DP02,Surface_Roughness,PKG_A|RCP_5,24,137,35,0.25547445255474455
DP02,Surface_Roughness,PKG_A|RCP_6,24,109,37,0.3394495412844037
DP02,Surface_Roughness,PKG_A|RCP_7,24,122,22,0.18032786885245902
DP02,Surface_Roughness,PKG_A|RCP_8,24,121,28,0.23140495867768596
DP02,Surface_Roughness,PKG_A|RCP_9,24,118,44,0.3728813559322034
DP02,Surface_Roughness,PKG_B|RCP_1,24,126,37,0.29365079365079366
DP02,Surface_Roughness,PKG_B|RCP_2,24,112,25,0.22321428571428573
DP02,Surface_Roughness,PKG_B|RCP_3,24,103,31,0.30097087378640774
DP02,Surface_Roughness,PKG_B|RCP_4,24,101,28,0.27722772277227725
DP02,Surface_Roughness,PKG_B|RCP_5,24,131,35,0.26717557251908397
DP02,Surface_Roughness,PKG_B|RCP_6,24,123,23,0.18699186991869918
DP02,Surface_Roughness,PKG_B|RCP_7,24,104,34,0.3269230769230769
DP02,Surface_Roughness,PKG_B|RCP_8,24,108,30,0.2777777777777778
DP02,Surface_Roughness,PKG_B|RCP_9,24,105,29,0.2761904761904762
DP02,Surface_Roughness,PKG_C|RCP_1,24,102,27,0.2647058823529412
DP02,Surface_Roughness,PKG_C|RCP_2,24,104,30,0.28846153846153844
DP02,Surface_Roughness,PKG_C|RCP_3,24,108,30,0.2777777777777778
DP02,Surface_Roughness,PKG_C|RCP_4,24,106,24,0.22641509433962265
DP02,Surface_Roughness,PKG_C|RCP_5,24,117,32,0.27350427350427353
DP02,Surface_Roughness,PKG_C|RCP_6,24,121,34,0.2809917355371901
DP02,Surface_Roughness,PKG_C|RCP_7,24,106,24,0.22641509433962265
DP02,Surface_Roughness,PKG_C|RCP_8,24,112,29,0.25892857142857145
DP02,Surface_Roughness,PKG_C|RCP_9,24,116,21,0.1810344827586207
DP02,Surface_Roughness,PKG_D|RCP_1,24,107,23,0.21495327102803738
DP02,Surface_Roughness,PKG_D|RCP_2,24,95,22,0.23157894736842105
DP02,Surface_Roughness,PKG_D|RCP_3,24,117,39,0.3333333333333333
DP02,Surface_Roughness,PKG_D|RCP_4,24,108,31,0.28703703703703703
DP02,Surface_Roughness,PKG_D|RCP_5,24,121,37,0.30578512396694213
DP02,Surface_Roughness,PKG_D|RCP_6,24,111,20,0.18018018018018017
DP02,Surface_Roughness,PKG_D|RCP_7,24,106,28,0.2641509433962264
DP02,Surface_Roughness,PKG_D|RCP_8,24,111,23,0.2072072072072072
DP02,Surface_Roughness,PKG_D|RCP_9,24,98,28,0.2857142857142857
DP02,Surface_Roughness,PKG_E|RCP_1,24,122,25,0.20491803278688525
DP02,Surface_Roughness,PKG_E|RCP_2,24,117,38,0.3247863247863248
DP02,Surface_Roughness,PKG_E|RCP_3,24,111,27,0.24324324324324326
DP02,Surface_Roughness,PKG_E|RCP_4,24,105,27,0.2571428571428571
DP02,Surface_Roughness,PKG_E|RCP_5,24,123,39,0.3170731707317073
DP02,Surface_Roughness,PKG_E|RCP_6,24,94,22,0.23404255319148937
DP02,Surface_Roughness,PKG_E|RCP_7,24,112,28,0.25
DP02,Surface_Roughness,PKG_E|RCP_8,24,105,29,0.2761904761904762
DP02,Surface_Roughness,PKG_E|RCP_9,24,113,38,0.336283185840708
DP02,Surface_Roughness,PKG_F|RCP_1,24,124,35,0.28225806451612906
DP02,Surface_Roughness,PKG_F|RCP_2,24,118,32,0.2711864406779661
DP02,Surface_Roughness,PKG_F|RCP_3,24,123,36,0.2926829268292683
DP02,Surface_Roughness,PKG_F|RCP_4,24,131,36,0.2748091603053435
DP02,Surface_Roughness,PKG_F|RCP_5,24,102,29,0.28431372549019607
DP02,Surface_Roughness,PKG_F|RCP_6,24,117,33,0.28205128205128205
DP02,Surface_Roughness,PKG_F|RCP_7,24,115,30,0.2608695652173913
DP02,Surface_Roughness,PKG_F|RCP_8,24,104,22,0.21153846153846154
DP02,Surface_Roughness,PKG_F|RCP_9,24,114,36,0.3157894736842105
DP03,CLN_Flow,PKG_A|RCP_1,89,432,0,0.0
DP03,CLN_Flow,PKG_A|RCP_2,89,396,0,0.0
DP03,CLN_Flow,PKG_A|RCP_3,89,396,0,0.0
DP03,CLN_Flow,PKG_A|RCP_4,89,391,0,0.0
DP03,CLN_Flow,PKG_A|RCP_5,89,415,0,0.0
DP03,CLN_Flow,PKG_A|RCP_6,89,424,0,0.0
DP03,CLN_Flow,PKG_A|RCP_7,89,384,0,0.0
DP03,CLN_Flow,PKG_A|RCP_8,89,393,0,0.0
DP03,CLN_Flow,PKG_A|RCP_9,89,434,0,0.0
DP03,CLN_Flow,PKG_B|RCP_1,89,434,0,0.0
DP03,CLN_Flow,PKG_B|RCP_2,89,443,0,0.0
DP03,CLN_Flow,PKG_B|RCP_3,89,429,0,0.0
DP03,CLN_Flow,PKG_B|RCP_4,89,439,0,0.0
DP03,CLN_Flow,PKG_B|RCP_5,89,378,0,0.0
DP03,CLN_Flow,PKG_B|RCP_6,89,402,0,0.0
DP03,CLN_Flow,PKG_B|RCP_7,89,408,0,0.0
DP03,CLN_Flow,PKG_B|RCP_8,89,400,0,0.0
DP03,CLN_Flow,PKG_B|RCP_9,89,409,0,0.0
DP03,CLN_Flow,PKG_C|RCP_1,89,397,0,0.0
DP03,CLN_Flow,PKG_C|RCP_2,89,502,0,0.0
DP03,CLN_Flow,PKG_C|RCP_3,89,420,0,0.0
DP03,CLN_Flow,PKG_C|RCP_4,89,405,0,0.0
DP03,CLN_Flow,PKG_C|RCP_5,89,407,0,0.0
DP03,CLN_Flow,PKG_C|RCP_6,89,407,0,0.0
DP03,CLN_Flow,PKG_C|RCP_7,89,444,0,0.0
DP03,CLN_Flow,PKG_C|RCP_8,89,407,0,0.0
DP03,CLN_Flow,PKG_C|RCP_9,89,468,0,0.0
DP03,CLN_Flow,PKG_D|RCP_1,89,424,0,0.0
DP03,CLN_Flow,PKG_D|RCP_2,89,404,0,0.0
DP03,CLN_Flow,PKG_D|RCP_3,89,450,0,0.0
DP03,CLN_Flow,PKG_D|RCP_4,89,399,0,0.0
DP03,CLN_Flow,PKG_D|RCP_5,89,439,0,0.0
DP03,CLN_Flow,PKG_D|RCP_6,89,402,0,0.0
DP03,CLN_Flow,PKG_D|RCP_7,89,408,0,0.0
DP03,CLN_Flow,PKG_D|RCP_8,89,406,0,0.0
DP03,CLN_Flow,PKG_D|RCP_9,89,426,0,0.0
DP03,CLN_Flow,PKG_E|RCP_1,89,454,0,0.0
DP03,CLN_Flow,PKG_E|RCP_2,89,416,0,0.0
DP03,CLN_Flow,PKG_E|RCP_3,89,430,0,0.0
DP03,CLN_Flow,PKG_E|RCP_4,89,416,0,0.0
DP03,CLN_Flow,PKG_E|RCP_5,89,391,0,0.0
DP03,CLN_Flow,PKG_E|RCP_6,89,403,0,0.0
DP03,CLN_Flow,PKG_E|RCP_7,89,441,0,0.0
DP03,CLN_Flow,PKG_E|RCP_8,89,442,0,0.0
DP03,CLN_Flow,PKG_E|RCP_9,89,400,0,0.0
DP03,CLN_Flow,PKG_F|RCP_1,89,446,0,0.0
DP03,CLN_Flow,PKG_F|RCP_2,89,435,0,0.0
