type,column,group_key,baseline_method,baseline_value,bad_direction
A,Cooling_Flow,PKG_B|RCP_1,opcond_OK_median,9.993,down
A,Cooling_Water_Temp,PKG_B|RCP_1,opcond_OK_median,22.016,up
A,Coating_Flow,PKG_B|RCP_1,opcond_OK_median,50.011,down
A,Groove_Depth,PKG_B|RCP_1,opcond_OK_median,44.9882,down
A,Head_Temp,PKG_B|RCP_2,mentor_target,42.0,up
A,Vibration,PKG_B|RCP_2,opcond_OK_median,0.1561,up
A,Alignment_Time,PKG_B|RCP_2,opcond_OK_median,0.3999,up
A,Process_Time,PKG_B|RCP_2,opcond_OK_median,5.0,up
A,Cooling_Flow,PKG_B|RCP_2,opcond_OK_median,10.002,down
A,Cooling_Water_Temp,PKG_B|RCP_2,opcond_OK_median,21.983,up
A,Coating_Flow,PKG_B|RCP_2,opcond_OK_median,49.999,down
A,Groove_Depth,PKG_B|RCP_2,opcond_OK_median,44.9861,down
A,Head_Temp,PKG_B|RCP_3,mentor_target,42.0,up
A,Vibration,PKG_B|RCP_3,opcond_OK_median,0.1548,up
A,Alignment_Time,PKG_B|RCP_3,opcond_OK_median,0.4008,up
A,Process_Time,PKG_B|RCP_3,opcond_OK_median,5.007,up
A,Cooling_Flow,PKG_B|RCP_3,opcond_OK_median,10.003,down
A,Cooling_Water_Temp,PKG_B|RCP_3,opcond_OK_median,21.983,up
A,Coating_Flow,PKG_B|RCP_3,opcond_OK_median,49.975,down
A,Groove_Depth,PKG_B|RCP_3,opcond_OK_median,44.9932,down
A,Head_Temp,PKG_B|RCP_4,mentor_target,42.0,up
A,Vibration,PKG_B|RCP_4,opcond_OK_median,0.1543,up
A,Alignment_Time,PKG_B|RCP_4,opcond_OK_median,0.4002,up
A,Process_Time,PKG_B|RCP_4,opcond_OK_median,5.007,up
A,Cooling_Flow,PKG_B|RCP_4,opcond_OK_median,10.001,down
A,Cooling_Water_Temp,PKG_B|RCP_4,opcond_OK_median,21.991,up
A,Coating_Flow,PKG_B|RCP_4,opcond_OK_median,49.972,down
A,Groove_Depth,PKG_B|RCP_4,opcond_OK_median,44.9854,down
A,Head_Temp,PKG_B|RCP_5,mentor_target,42.0,up
A,Vibration,PKG_B|RCP_5,opcond_OK_median,0.1558,up
A,Alignment_Time,PKG_B|RCP_5,opcond_OK_median,0.39975,up
A,Process_Time,PKG_B|RCP_5,opcond_OK_median,4.999,up
A,Cooling_Flow,PKG_B|RCP_5,opcond_OK_median,10.001,down
A,Cooling_Water_Temp,PKG_B|RCP_5,opcond_OK_median,22.002,up
A,Coating_Flow,PKG_B|RCP_5,opcond_OK_median,49.978,down
A,Groove_Depth,PKG_B|RCP_5,opcond_OK_median,44.98135,down
A,Head_Temp,PKG_B|RCP_6,mentor_target,42.0,up
A,Vibration,PKG_B|RCP_6,opcond_OK_median,0.1558,up
A,Alignment_Time,PKG_B|RCP_6,opcond_OK_median,0.4,up
A,Process_Time,PKG_B|RCP_6,opcond_OK_median,4.996,up
A,Cooling_Flow,PKG_B|RCP_6,opcond_OK_median,10.0,down
A,Cooling_Water_Temp,PKG_B|RCP_6,opcond_OK_median,22.011,up
A,Coating_Flow,PKG_B|RCP_6,opcond_OK_median,50.003,down
A,Groove_Depth,PKG_B|RCP_6,opcond_OK_median,44.9793,down
A,Head_Temp,PKG_B|RCP_7,mentor_target,42.0,up
A,Vibration,PKG_B|RCP_7,opcond_OK_median,0.1544,up
A,Alignment_Time,PKG_B|RCP_7,opcond_OK_median,0.3995,up
A,Process_Time,PKG_B|RCP_7,opcond_OK_median,4.999,up
A,Cooling_Flow,PKG_B|RCP_7,opcond_OK_median,10.0,down
A,Cooling_Water_Temp,PKG_B|RCP_7,opcond_OK_median,22.0,up
A,Coating_Flow,PKG_B|RCP_7,opcond_OK_median,49.992,down
A,Groove_Depth,PKG_B|RCP_7,opcond_OK_median,44.9915,down
A,Head_Temp,PKG_B|RCP_8,mentor_target,42.0,up
A,Vibration,PKG_B|RCP_8,opcond_OK_median,0.1556,up
A,Alignment_Time,PKG_B|RCP_8,opcond_OK_median,0.3991,up
A,Process_Time,PKG_B|RCP_8,opcond_OK_median,5.007,up
A,Cooling_Flow,PKG_B|RCP_8,opcond_OK_median,9.995,down
A,Cooling_Water_Temp,PKG_B|RCP_8,opcond_OK_median,22.001,up
A,Coating_Flow,PKG_B|RCP_8,opcond_OK_median,50.022,down
A,Groove_Depth,PKG_B|RCP_8,opcond_OK_median,44.9863,down
A,Head_Temp,PKG_B|RCP_9,mentor_target,42.0,up
A,Vibration,PKG_B|RCP_9,opcond_OK_median,0.155,up
A,Alignment_Time,PKG_B|RCP_9,opcond_OK_median,0.3993,up
A,Process_Time,PKG_B|RCP_9,opcond_OK_median,5.0,up
A,Cooling_Flow,PKG_B|RCP_9,opcond_OK_median,9.999,down
A,Cooling_Water_Temp,PKG_B|RCP_9,opcond_OK_median,22.005,up
A,Coating_Flow,PKG_B|RCP_9,opcond_OK_median,50.014,down
A,Groove_Depth,PKG_B|RCP_9,opcond_OK_median,44.99275,down
A,Head_Temp,PKG_C|RCP_1,mentor_target,42.0,up
A,Vibration,PKG_C|RCP_1,opcond_OK_median,0.1543,up
A,Alignment_Time,PKG_C|RCP_1,opcond_OK_median,0.3986,up
A,Process_Time,PKG_C|RCP_1,opcond_OK_median,5.002,up
A,Cooling_Flow,PKG_C|RCP_1,opcond_OK_median,10.003,down
A,Cooling_Water_Temp,PKG_C|RCP_1,opcond_OK_median,22.007,up
A,Coating_Flow,PKG_C|RCP_1,opcond_OK_median,49.988,down
A,Groove_Depth,PKG_C|RCP_1,opcond_OK_median,44.9929,down
A,Head_Temp,PKG_C|RCP_2,mentor_target,42.0,up
A,Vibration,PKG_C|RCP_2,opcond_OK_median,0.1559,up
A,Alignment_Time,PKG_C|RCP_2,opcond_OK_median,0.4001,up
A,Process_Time,PKG_C|RCP_2,opcond_OK_median,5.0,up
A,Cooling_Flow,PKG_C|RCP_2,opcond_OK_median,9.999,down
A,Cooling_Water_Temp,PKG_C|RCP_2,opcond_OK_median,21.9835,up
A,Coating_Flow,PKG_C|RCP_2,opcond_OK_median,50.025,down
A,Groove_Depth,PKG_C|RCP_2,opcond_OK_median,44.99205,down
A,Head_Temp,PKG_C|RCP_3,mentor_target,42.0,up
A,Vibration,PKG_C|RCP_3,opcond_OK_median,0.1554,up
A,Alignment_Time,PKG_C|RCP_3,opcond_OK_median,0.3997,up
A,Process_Time,PKG_C|RCP_3,opcond_OK_median,4.999,up
A,Cooling_Flow,PKG_C|RCP_3,opcond_OK_median,10.001,down
A,Cooling_Water_Temp,PKG_C|RCP_3,opcond_OK_median,21.9985,up
A,Coating_Flow,PKG_C|RCP_3,opcond_OK_median,50.0065,down
A,Groove_Depth,PKG_C|RCP_3,opcond_OK_median,44.98435,down
A,Head_Temp,PKG_C|RCP_4,mentor_target,42.0,up
A,Vibration,PKG_C|RCP_4,opcond_OK_median,0.1543,up
A,Alignment_Time,PKG_C|RCP_4,opcond_OK_median,0.4003,up
A,Process_Time,PKG_C|RCP_4,opcond_OK_median,4.994,up
A,Cooling_Flow,PKG_C|RCP_4,opcond_OK_median,9.992,down
A,Cooling_Water_Temp,PKG_C|RCP_4,opcond_OK_median,21.995,up
A,Coating_Flow,PKG_C|RCP_4,opcond_OK_median,49.978,down
A,Groove_Depth,PKG_C|RCP_4,opcond_OK_median,44.9862,down
A,Head_Temp,PKG_C|RCP_5,mentor_target,42.0,up
A,Vibration,PKG_C|RCP_5,opcond_OK_median,0.1547,up
A,Alignment_Time,PKG_C|RCP_5,opcond_OK_median,0.4,up
A,Process_Time,PKG_C|RCP_5,opcond_OK_median,4.996,up
A,Cooling_Flow,PKG_C|RCP_5,opcond_OK_median,10.002,down
A,Cooling_Water_Temp,PKG_C|RCP_5,opcond_OK_median,22.004,up
A,Coating_Flow,PKG_C|RCP_5,opcond_OK_median,49.991,down
A,Groove_Depth,PKG_C|RCP_5,opcond_OK_median,44.9922,down
A,Head_Temp,PKG_C|RCP_6,mentor_target,42.0,up
A,Vibration,PKG_C|RCP_6,opcond_OK_median,0.1548,up
A,Alignment_Time,PKG_C|RCP_6,opcond_OK_median,0.40055,up
A,Process_Time,PKG_C|RCP_6,opcond_OK_median,4.995,up
A,Cooling_Flow,PKG_C|RCP_6,opcond_OK_median,9.996,down
A,Cooling_Water_Temp,PKG_C|RCP_6,opcond_OK_median,22.003,up
A,Coating_Flow,PKG_C|RCP_6,opcond_OK_median,49.982,down
A,Groove_Depth,PKG_C|RCP_6,opcond_OK_median,44.99535,down
A,Head_Temp,PKG_C|RCP_7,mentor_target,42.0,up
A,Vibration,PKG_C|RCP_7,opcond_OK_median,0.15555,up
A,Alignment_Time,PKG_C|RCP_7,opcond_OK_median,0.4001,up
A,Process_Time,PKG_C|RCP_7,opcond_OK_median,5.001,up
A,Cooling_Flow,PKG_C|RCP_7,opcond_OK_median,9.9995,down
A,Cooling_Water_Temp,PKG_C|RCP_7,opcond_OK_median,21.991,up
A,Coating_Flow,PKG_C|RCP_7,opcond_OK_median,49.994,down
A,Groove_Depth,PKG_C|RCP_7,opcond_OK_median,44.98705,down
A,Head_Temp,PKG_C|RCP_8,mentor_target,42.0,up
A,Vibration,PKG_C|RCP_8,opcond_OK_median,0.1553,up
A,Alignment_Time,PKG_C|RCP_8,opcond_OK_median,0.3999,up
A,Process_Time,PKG_C|RCP_8,opcond_OK_median,4.999,up
A,Cooling_Flow,PKG_C|RCP_8,opcond_OK_median,9.995,down
A,Cooling_Water_Temp,PKG_C|RCP_8,opcond_OK_median,22.004,up
A,Coating_Flow,PKG_C|RCP_8,opcond_OK_median,50.009,down
A,Groove_Depth,PKG_C|RCP_8,opcond_OK_median,44.9903,down
A,Head_Temp,PKG_C|RCP_9,mentor_target,42.0,up
A,Vibration,PKG_C|RCP_9,opcond_OK_median,0.1554,up
A,Alignment_Time,PKG_C|RCP_9,opcond_OK_median,0.40065,up
A,Process_Time,PKG_C|RCP_9,opcond_OK_median,5.002,up
A,Cooling_Flow,PKG_C|RCP_9,opcond_OK_median,10.0005,down
A,Cooling_Water_Temp,PKG_C|RCP_9,opcond_OK_median,22.0055,up
A,Coating_Flow,PKG_C|RCP_9,opcond_OK_median,50.0005,down
A,Groove_Depth,PKG_C|RCP_9,opcond_OK_median,44.98725,down
A,Head_Temp,PKG_D|RCP_1,mentor_target,42.0,up
A,Vibration,PKG_D|RCP_1,opcond_OK_median,0.156,up
A,Alignment_Time,PKG_D|RCP_1,opcond_OK_median,0.4004,up
A,Process_Time,PKG_D|RCP_1,opcond_OK_median,5.0,up
A,Cooling_Flow,PKG_D|RCP_1,opcond_OK_median,9.998,down
A,Cooling_Water_Temp,PKG_D|RCP_1,opcond_OK_median,21.991,up
A,Coating_Flow,PKG_D|RCP_1,opcond_OK_median,50.006,down
A,Groove_Depth,PKG_D|RCP_1,opcond_OK_median,44.99875,down
A,Head_Temp,PKG_D|RCP_2,mentor_target,42.0,up
A,Vibration,PKG_D|RCP_2,opcond_OK_median,0.155,up
A,Alignment_Time,PKG_D|RCP_2,opcond_OK_median,0.4005,up
A,Process_Time,PKG_D|RCP_2,opcond_OK_median,5.001,up
A,Cooling_Flow,PKG_D|RCP_2,opcond_OK_median,10.004,down
A,Cooling_Water_Temp,PKG_D|RCP_2,opcond_OK_median,21.992,up
A,Coating_Flow,PKG_D|RCP_2,opcond_OK_median,49.963,down
A,Groove_Depth,PKG_D|RCP_2,opcond_OK_median,44.9879,down
A,Head_Temp,PKG_D|RCP_3,mentor_target,42.0,up
A,Vibration,PKG_D|RCP_3,opcond_OK_median,0.1541,up
A,Alignment_Time,PKG_D|RCP_3,opcond_OK_median,0.4001,up
A,Process_Time,PKG_D|RCP_3,opcond_OK_median,5.003,up
A,Cooling_Flow,PKG_D|RCP_3,opcond_OK_median,9.996,down
A,Cooling_Water_Temp,PKG_D|RCP_3,opcond_OK_median,22.014,up
A,Coating_Flow,PKG_D|RCP_3,opcond_OK_median,49.978,down
A,Groove_Depth,PKG_D|RCP_3,opcond_OK_median,44.9894,down
A,Head_Temp,PKG_D|RCP_4,mentor_target,42.0,up
A,Vibration,PKG_D|RCP_4,opcond_OK_median,0.1547,up
A,Alignment_Time,PKG_D|RCP_4,opcond_OK_median,0.3993,up
A,Process_Time,PKG_D|RCP_4,opcond_OK_median,5.003,up
A,Cooling_Flow,PKG_D|RCP_4,opcond_OK_median,10.0,down
A,Cooling_Water_Temp,PKG_D|RCP_4,opcond_OK_median,22.013,up
A,Coating_Flow,PKG_D|RCP_4,opcond_OK_median,49.984,down
A,Groove_Depth,PKG_D|RCP_4,opcond_OK_median,44.9843,down
A,Head_Temp,PKG_D|RCP_5,mentor_target,42.0,up
A,Vibration,PKG_D|RCP_5,opcond_OK_median,0.1562,up
A,Alignment_Time,PKG_D|RCP_5,opcond_OK_median,0.3999,up
A,Process_Time,PKG_D|RCP_5,opcond_OK_median,5.0,up
A,Cooling_Flow,PKG_D|RCP_5,opcond_OK_median,9.999,down
A,Cooling_Water_Temp,PKG_D|RCP_5,opcond_OK_median,22.001,up
A,Coating_Flow,PKG_D|RCP_5,opcond_OK_median,49.983,down
A,Groove_Depth,PKG_D|RCP_5,opcond_OK_median,44.9859,down
A,Head_Temp,PKG_D|RCP_6,mentor_target,42.0,up
A,Vibration,PKG_D|RCP_6,opcond_OK_median,0.1543,up
A,Alignment_Time,PKG_D|RCP_6,opcond_OK_median,0.40065,up
A,Process_Time,PKG_D|RCP_6,opcond_OK_median,4.999,up
A,Cooling_Flow,PKG_D|RCP_6,opcond_OK_median,9.9955,down
A,Cooling_Water_Temp,PKG_D|RCP_6,opcond_OK_median,22.001,up
A,Coating_Flow,PKG_D|RCP_6,opcond_OK_median,50.02,down
A,Groove_Depth,PKG_D|RCP_6,opcond_OK_median,44.9874,down
A,Head_Temp,PKG_D|RCP_7,mentor_target,42.0,up
A,Vibration,PKG_D|RCP_7,opcond_OK_median,0.1541,up
A,Alignment_Time,PKG_D|RCP_7,opcond_OK_median,0.4002,up
A,Process_Time,PKG_D|RCP_7,opcond_OK_median,4.998,up
A,Cooling_Flow,PKG_D|RCP_7,opcond_OK_median,9.996,down
A,Cooling_Water_Temp,PKG_D|RCP_7,opcond_OK_median,21.999,up
A,Coating_Flow,PKG_D|RCP_7,opcond_OK_median,50.016,down
A,Groove_Depth,PKG_D|RCP_7,opcond_OK_median,44.9887,down
A,Head_Temp,PKG_D|RCP_8,mentor_target,42.0,up
A,Vibration,PKG_D|RCP_8,opcond_OK_median,0.1562,up
A,Alignment_Time,PKG_D|RCP_8,opcond_OK_median,0.3987,up
A,Process_Time,PKG_D|RCP_8,opcond_OK_median,5.002,up
A,Cooling_Flow,PKG_D|RCP_8,opcond_OK_median,10.002,down
A,Cooling_Water_Temp,PKG_D|RCP_8,opcond_OK_median,22.006,up
A,Coating_Flow,PKG_D|RCP_8,opcond_OK_median,50.022,down
A,Groove_Depth,PKG_D|RCP_8,opcond_OK_median,44.993,down
A,Head_Temp,PKG_D|RCP_9,mentor_target,42.0,up
A,Vibration,PKG_D|RCP_9,opcond_OK_median,0.1552,up
A,Alignment_Time,PKG_D|RCP_9,opcond_OK_median,0.39955,up
A,Process_Time,PKG_D|RCP_9,opcond_OK_median,5.006,up
A,Cooling_Flow,PKG_D|RCP_9,opcond_OK_median,10.0,down
A,Cooling_Water_Temp,PKG_D|RCP_9,opcond_OK_median,22.006,up
A,Coating_Flow,PKG_D|RCP_9,opcond_OK_median,50.0045,down
A,Groove_Depth,PKG_D|RCP_9,opcond_OK_median,44.9893,down
A,Head_Temp,PKG_E|RCP_1,mentor_target,42.0,up
A,Vibration,PKG_E|RCP_1,opcond_OK_median,0.1542,up
A,Alignment_Time,PKG_E|RCP_1,opcond_OK_median,0.399,up
A,Process_Time,PKG_E|RCP_1,opcond_OK_median,5.003,up
A,Cooling_Flow,PKG_E|RCP_1,opcond_OK_median,10.002,down
A,Cooling_Water_Temp,PKG_E|RCP_1,opcond_OK_median,22.001,up
A,Coating_Flow,PKG_E|RCP_1,opcond_OK_median,49.982,down
A,Groove_Depth,PKG_E|RCP_1,opcond_OK_median,44.9967,down
A,Head_Temp,PKG_E|RCP_2,mentor_target,42.0,up
A,Vibration,PKG_E|RCP_2,opcond_OK_median,0.1553,up
A,Alignment_Time,PKG_E|RCP_2,opcond_OK_median,0.40015,up
A,Process_Time,PKG_E|RCP_2,opcond_OK_median,5.003,up
A,Cooling_Flow,PKG_E|RCP_2,opcond_OK_median,10.0035,down
A,Cooling_Water_Temp,PKG_E|RCP_2,opcond_OK_median,22.001,up
A,Coating_Flow,PKG_E|RCP_2,opcond_OK_median,50.0305,down
A,Groove_Depth,PKG_E|RCP_2,opcond_OK_median,44.9957,down
A,Head_Temp,PKG_E|RCP_3,mentor_target,42.0,up
A,Vibration,PKG_E|RCP_3,opcond_OK_median,0.15485,up
A,Alignment_Time,PKG_E|RCP_3,opcond_OK_median,0.4,up
A,Process_Time,PKG_E|RCP_3,opcond_OK_median,5.0,up
A,Cooling_Flow,PKG_E|RCP_3,opcond_OK_median,9.9945,down
A,Cooling_Water_Temp,PKG_E|RCP_3,opcond_OK_median,22.0,up
A,Coating_Flow,PKG_E|RCP_3,opcond_OK_median,50.006,down
A,Groove_Depth,PKG_E|RCP_3,opcond_OK_median,44.98905,down
A,Head_Temp,PKG_E|RCP_4,mentor_target,42.0,up
A,Vibration,PKG_E|RCP_4,opcond_OK_median,0.1547,up
A,Alignment_Time,PKG_E|RCP_4,opcond_OK_median,0.3996,up
A,Process_Time,PKG_E|RCP_4,opcond_OK_median,4.997,up
A,Cooling_Flow,PKG_E|RCP_4,opcond_OK_median,10.0,down
A,Cooling_Water_Temp,PKG_E|RCP_4,opcond_OK_median,22.009,up
A,Coating_Flow,PKG_E|RCP_4,opcond_OK_median,50.008,down
A,Groove_Depth,PKG_E|RCP_4,opcond_OK_median,44.9901,down
A,Head_Temp,PKG_E|RCP_5,mentor_target,42.0,up
A,Vibration,PKG_E|RCP_5,opcond_OK_median,0.1548,up
A,Alignment_Time,PKG_E|RCP_5,opcond_OK_median,0.3992,up
A,Process_Time,PKG_E|RCP_5,opcond_OK_median,4.995,up
A,Cooling_Flow,PKG_E|RCP_5,opcond_OK_median,9.998,down
A,Cooling_Water_Temp,PKG_E|RCP_5,opcond_OK_median,22.0055,up
A,Coating_Flow,PKG_E|RCP_5,opcond_OK_median,50.006,down
A,Groove_Depth,PKG_E|RCP_5,opcond_OK_median,44.9977,down
A,Head_Temp,PKG_E|RCP_6,mentor_target,42.0,up
A,Vibration,PKG_E|RCP_6,opcond_OK_median,0.1552,up
A,Alignment_Time,PKG_E|RCP_6,opcond_OK_median,0.40005,up
A,Process_Time,PKG_E|RCP_6,opcond_OK_median,4.997,up
A,Cooling_Flow,PKG_E|RCP_6,opcond_OK_median,9.997,down
A,Cooling_Water_Temp,PKG_E|RCP_6,opcond_OK_median,21.9955,up
A,Coating_Flow,PKG_E|RCP_6,opcond_OK_median,50.025,down
A,Groove_Depth,PKG_E|RCP_6,opcond_OK_median,44.97965,down
A,Head_Temp,PKG_E|RCP_7,mentor_target,42.0,up
A,Vibration,PKG_E|RCP_7,opcond_OK_median,0.1544,up
A,Alignment_Time,PKG_E|RCP_7,opcond_OK_median,0.3997,up
A,Process_Time,PKG_E|RCP_7,opcond_OK_median,5.002,up
A,Cooling_Flow,PKG_E|RCP_7,opcond_OK_median,10.003,down
A,Cooling_Water_Temp,PKG_E|RCP_7,opcond_OK_median,22.0115,up
A,Coating_Flow,PKG_E|RCP_7,opcond_OK_median,50.002,down
A,Groove_Depth,PKG_E|RCP_7,opcond_OK_median,44.99135,down
A,Head_Temp,PKG_E|RCP_8,mentor_target,42.0,up
A,Vibration,PKG_E|RCP_8,opcond_OK_median,0.15515,up
A,Alignment_Time,PKG_E|RCP_8,opcond_OK_median,0.4001,up
A,Process_Time,PKG_E|RCP_8,opcond_OK_median,4.996,up
A,Cooling_Flow,PKG_E|RCP_8,opcond_OK_median,9.996,down
A,Cooling_Water_Temp,PKG_E|RCP_8,opcond_OK_median,22.007,up
A,Coating_Flow,PKG_E|RCP_8,opcond_OK_median,50.014,down
A,Groove_Depth,PKG_E|RCP_8,opcond_OK_median,44.9924,down
A,Head_Temp,PKG_E|RCP_9,mentor_target,42.0,up
A,Vibration,PKG_E|RCP_9,opcond_OK_median,0.1539,up
A,Alignment_Time,PKG_E|RCP_9,opcond_OK_median,0.4,up
A,Process_Time,PKG_E|RCP_9,opcond_OK_median,5.008,up
A,Cooling_Flow,PKG_E|RCP_9,opcond_OK_median,9.999,down
A,Cooling_Water_Temp,PKG_E|RCP_9,opcond_OK_median,22.01,up
A,Coating_Flow,PKG_E|RCP_9,opcond_OK_median,49.993,down
A,Groove_Depth,PKG_E|RCP_9,opcond_OK_median,44.987,down
A,Head_Temp,PKG_F|RCP_1,mentor_target,42.0,up
A,Vibration,PKG_F|RCP_1,opcond_OK_median,0.1546,up
A,Alignment_Time,PKG_F|RCP_1,opcond_OK_median,0.3993,up
A,Process_Time,PKG_F|RCP_1,opcond_OK_median,4.998,up
A,Cooling_Flow,PKG_F|RCP_1,opcond_OK_median,10.0005,down
A,Cooling_Water_Temp,PKG_F|RCP_1,opcond_OK_median,21.9965,up
A,Coating_Flow,PKG_F|RCP_1,opcond_OK_median,49.9935,down
A,Groove_Depth,PKG_F|RCP_1,opcond_OK_median,44.9842,down
A,Head_Temp,PKG_F|RCP_2,mentor_target,42.0,up
A,Vibration,PKG_F|RCP_2,opcond_OK_median,0.1551,up
A,Alignment_Time,PKG_F|RCP_2,opcond_OK_median,0.4007,up
A,Process_Time,PKG_F|RCP_2,opcond_OK_median,4.998,up
A,Cooling_Flow,PKG_F|RCP_2,opcond_OK_median,10.001,down
A,Cooling_Water_Temp,PKG_F|RCP_2,opcond_OK_median,22.012,up
A,Coating_Flow,PKG_F|RCP_2,opcond_OK_median,50.011,down
A,Groove_Depth,PKG_F|RCP_2,opcond_OK_median,44.9905,down
A,Head_Temp,PKG_F|RCP_3,mentor_target,42.0,up
A,Vibration,PKG_F|RCP_3,opcond_OK_median,0.1568,up
