Product_ID,Recipe_ID,column,n,mean,std,cv,median,mad,robust_z_scale,p0_5,p99_5,min,max,median_source
PKG_E,RCP_4,Laser_Power,1731,18.4872299248989,0.08282637487937707,0.0044801939076781405,18.5,0.05699999999999861,0.08450819999999792,18.268,18.69,18.227,18.77,mentor_target
PKG_E,RCP_5,Laser_Power,1670,18.49106407185629,0.08322032573191396,0.004500569864909867,18.5,0.054000000000002046,0.08006040000000303,18.28169,18.704,18.209,18.755,mentor_target
PKG_E,RCP_6,Laser_Power,1666,18.485802521008406,0.08229722748245104,0.004451915321984176,18.5,0.05500000000000327,0.08154300000000485,18.2593,18.68935,18.159,18.783,mentor_target
PKG_E,RCP_7,Laser_Power,1656,18.4893556763285,0.08235209760439892,0.0044540274440083615,18.5,0.05799999999999983,0.08599079999999974,18.275199999999998,18.692175000000002,18.219,18.768,mentor_target
PKG_E,RCP_8,Laser_Power,1758,18.485998293515358,0.07996567631236291,0.004325742924060196,18.5,0.05299999999999727,0.07857779999999595,18.285140000000002,18.684645,18.219,18.766,mentor_target
PKG_E,RCP_9,Laser_Power,1697,18.486683559222158,0.08167917519151364,0.00441827085587602,18.5,0.053000000000000824,0.07857780000000122,18.27844,18.698600000000003,18.21,18.748,mentor_target
PKG_F,RCP_1,Laser_Power,1758,18.48633731513083,0.08381648168609492,0.004533969074419745,18.5,0.053000000000000824,0.07857780000000122,18.248925,18.68686,18.191,18.746,mentor_target
PKG_F,RCP_2,Laser_Power,1691,18.485283264340627,0.08346240097526991,0.004515072870767124,18.5,0.05600000000000094,0.08302560000000139,18.265449999999998,18.68875,18.176,18.735,mentor_target
PKG_F,RCP_3,Laser_Power,1674,18.491121863799282,0.0844619875445689,0.004567704878411034,18.5,0.05699999999999861,0.08450819999999792,18.271825,18.70654,18.225,18.729,mentor_target
PKG_F,RCP_4,Laser_Power,1788,18.48422874720358,0.08248157089237579,0.004462267375091544,18.5,0.05699999999999861,0.08450819999999792,18.282935000000002,18.708195,18.217,18.802,mentor_target
PKG_F,RCP_5,Laser_Power,1673,18.484798565451285,0.08515217561692051,0.004606605547548287,18.5,0.05699999999999861,0.08450819999999792,18.25496,18.686,18.163,18.76,mentor_target
PKG_F,RCP_6,Laser_Power,1695,18.487253097345132,0.08364235022772173,0.004524325479145045,18.5,0.05799999999999983,0.08599079999999974,18.27452,18.69706,18.172,18.751,mentor_target
PKG_F,RCP_7,Laser_Power,1674,18.48502210274791,0.08268007817531454,0.004472814677512539,18.5,0.0555000000000021,0.08228430000000311,18.27446,18.707905,18.22,18.748,mentor_target
PKG_F,RCP_8,Laser_Power,1724,18.48784222737819,0.08300935582736124,0.004489942893629562,18.5,0.054999999999999716,0.08154299999999957,18.281615,18.69477,18.195,18.772,mentor_target
PKG_F,RCP_9,Laser_Power,1611,18.488993171942894,0.08374543994220023,0.004529475410769484,18.5,0.0589999999999975,0.08747339999999629,18.2791,18.68495,18.185,18.779,mentor_target
PKG_A,RCP_1,Power_Efficiency,1737,94.97547438111687,0.1518179070684973,0.0015984959070515779,95.0,0.10099999999999909,0.14974259999999864,94.60032000000001,95.34891999999999,94.501,95.427,mentor_target
PKG_A,RCP_2,Power_Efficiency,1650,94.9794103030303,0.1572131060647471,0.0016552335454932934,95.0,0.10499999999998977,0.15567299999998482,94.569225,95.35251,94.452,95.511,mentor_target
PKG_A,RCP_3,Power_Efficiency,1632,94.98649080882353,0.15437440028778657,0.001625224797476636,95.0,0.10149999999999437,0.15048389999999165,94.61177500000001,95.386605,94.492,95.507,mentor_target
PKG_A,RCP_4,Power_Efficiency,1602,94.97451123595505,0.154615790459555,0.0016279714256746943,95.0,0.10449999999998738,0.15493169999998127,94.568105,95.389985,94.456,95.512,mentor_target
PKG_A,RCP_5,Power_Efficiency,1690,94.97354733727812,0.15536950115926487,0.0016359239547776763,95.0,0.1039999999999992,0.1541903999999988,94.56867,95.377215,94.511,95.48,mentor_target
PKG_A,RCP_6,Power_Efficiency,1613,94.98454308741475,0.15591795389575078,0.0016415087005499274,95.0,0.10099999999999909,0.14974259999999864,94.57424,95.37934,94.476,95.494,mentor_target
PKG_A,RCP_7,Power_Efficiency,1706,94.98380246189917,0.15647888454267253,0.0016474270400518116,95.0,0.10799999999999699,0.1601207999999955,94.57405,95.377475,94.429,95.484,mentor_target
PKG_A,RCP_8,Power_Efficiency,1700,94.98447529411766,0.15436095068806874,0.0016251176859175453,95.0,0.1039999999999992,0.1541903999999988,94.590355,95.36954499999999,94.522,95.557,mentor_target
PKG_A,RCP_9,Power_Efficiency,1736,94.98346716589862,0.15194726092581065,0.0015997232514203632,95.0,0.1039999999999992,0.1541903999999988,94.57775,95.3556,94.398,95.491,mentor_target
PKG_B,RCP_1,Power_Efficiency,1765,94.9769433427762,0.15180400139003603,0.0015983247728047884,95.0,0.10499999999998977,0.15567299999998482,94.5912,95.35306,94.465,95.499,mentor_target
PKG_B,RCP_2,Power_Efficiency,1749,94.977239565466,0.1586335071815747,0.0016702265501434338,95.0,0.10899999999999466,0.16160339999999207,94.54532,95.35934,94.44,95.631,mentor_target
PKG_B,RCP_3,Power_Efficiency,1673,94.98455469216975,0.1543916430806702,0.00162543945782585,95.0,0.10699999999999932,0.15863819999999898,94.56136000000001,95.36484,94.445,95.44,mentor_target
PKG_B,RCP_4,Power_Efficiency,1707,94.98536672524898,0.1552461503299192,0.0016344217607642474,95.0,0.10499999999998977,0.15567299999998482,94.5843,95.36882,94.21,95.493,mentor_target
PKG_B,RCP_5,Power_Efficiency,1646,94.98663244228433,0.15355326319173196,0.0016165776093287002,95.0,0.10349999999999682,0.15344909999999526,94.607575,95.363325,94.51,95.49,mentor_target
PKG_B,RCP_6,Power_Efficiency,1613,94.98135027898327,0.15465064907169643,0.0016282212099264744,95.0,0.10799999999998988,0.160120799999985,94.59711999999999,95.341,94.449,95.61,mentor_target
PKG_B,RCP_7,Power_Efficiency,1605,94.9798062305296,0.15097385600846375,0.0015895363656778638,95.0,0.09999999999999432,0.14825999999999157,94.58225999999999,95.35392,94.344,95.489,mentor_target
PKG_B,RCP_8,Power_Efficiency,1633,94.98173116962644,0.1515163086241371,0.0015952152772783894,95.0,0.10299999999999443,0.15270779999999173,94.57979999999999,95.37624,94.459,95.589,mentor_target
PKG_B,RCP_9,Power_Efficiency,1640,94.9773262195122,0.1598779401573874,0.0016833274479413803,95.0,0.10999999999999943,0.16308599999999915,94.554755,95.373415,94.491,95.519,mentor_target
PKG_C,RCP_1,Power_Efficiency,1627,94.97533927473879,0.14876336228517814,0.001566336729315014,95.0,0.10099999999999909,0.14974259999999864,94.605,95.36714,94.473,95.481,mentor_target
PKG_C,RCP_2,Power_Efficiency,1738,94.97608227848102,0.15978722040737237,0.0016823943099575059,95.0,0.10899999999999466,0.16160339999999207,94.567,95.372,94.437,95.627,mentor_target
PKG_C,RCP_3,Power_Efficiency,1706,94.9837754982415,0.1547335180006581,0.0016290520900964058,95.0,0.1004999999999967,0.1490012999999951,94.5801,95.398175,94.49,95.473,mentor_target
PKG_C,RCP_4,Power_Efficiency,1637,94.9740372632865,0.15348569123066247,0.0016160805168803163,95.0,0.1039999999999992,0.1541903999999988,94.55796,95.37682,94.383,95.47,mentor_target
PKG_C,RCP_5,Power_Efficiency,1697,94.98794225103123,0.15266250686633365,0.0016071777453909029,95.0,0.1039999999999992,0.1541903999999988,94.58936,95.3736,94.511,95.549,mentor_target
PKG_C,RCP_6,Power_Efficiency,1630,94.98111656441718,0.15903792601402092,0.0016744162604801528,95.0,0.10649999999999693,0.15789689999999543,94.598435,95.377855,94.51,95.492,mentor_target
PKG_C,RCP_7,Power_Efficiency,1676,94.97536873508353,0.15603417176770773,0.00164289092894113,95.0,0.10500000000000398,0.1556730000000059,94.545375,95.390625,94.492,95.453,mentor_target
PKG_C,RCP_8,Power_Efficiency,1692,94.98301654846335,0.15201029707846914,0.0016003944979038295,95.0,0.10299999999999443,0.15270779999999173,94.60936500000001,95.34145000000001,94.525,95.437,mentor_target
PKG_C,RCP_9,Power_Efficiency,1784,94.97732343049329,0.154833513577863,0.0016302155923689926,95.0,0.10449999999999449,0.15493169999999182,94.55083,95.349,94.432,95.45,mentor_target
PKG_D,RCP_1,Power_Efficiency,1706,94.97534759671747,0.1560696642615898,0.0016432649967683178,95.0,0.10450000000000159,0.15493170000000236,94.5941,95.38747500000001,94.32,95.536,mentor_target
PKG_D,RCP_2,Power_Efficiency,1611,94.98339602731222,0.15302700069180572,0.001611092118119289,95.0,0.10099999999999909,0.14974259999999864,94.599,95.3867,94.519,95.508,mentor_target
PKG_D,RCP_3,Power_Efficiency,1671,94.97934649910233,0.1532887892847069,0.0016139170770790223,95.0,0.10600000000000875,0.15715560000001297,94.59955,95.3446,94.482,95.473,mentor_target
PKG_D,RCP_4,Power_Efficiency,1595,94.97530031347962,0.1538436266118494,0.0016198277457830236,95.0,0.10299999999999443,0.15270779999999173,94.54479,95.37420999999999,94.47,95.458,mentor_target
PKG_D,RCP_5,Power_Efficiency,1681,94.97980904223677,0.15932199296393015,0.0016774301251024934,95.0,0.10899999999999466,0.16160339999999207,94.5916,95.3906,94.463,95.562,mentor_target
PKG_D,RCP_6,Power_Efficiency,1690,94.97483964497042,0.15411044524368478,0.0016226449638638164,95.0,0.10500000000000398,0.1556730000000059,94.56577999999999,95.348555,94.312,95.615,mentor_target
PKG_D,RCP_7,Power_Efficiency,1655,94.98790151057402,0.15556865097764105,0.001637773321693218,95.0,0.10500000000000398,0.1556730000000059,94.60308,95.38784,94.487,95.574,mentor_target
PKG_D,RCP_8,Power_Efficiency,1625,94.984368,0.16131555820873836,0.0016983379645031523,95.0,0.10800000000000409,0.16012080000000606,94.58572,95.37528,94.424,95.527,mentor_target
PKG_D,RCP_9,Power_Efficiency,1730,94.97880924855491,0.1515825312044647,0.001595961587681949,95.0,0.10150000000000148,0.1504839000000022,94.606225,95.356065,94.493,95.464,mentor_target
PKG_E,RCP_1,Power_Efficiency,1697,94.9734225103123,0.1588757562740969,0.0016728443818779513,95.0,0.10599999999999454,0.1571555999999919,94.56684,95.37652,94.479,95.49,mentor_target
PKG_E,RCP_2,Power_Efficiency,1692,94.97933687943262,0.156676379408046,0.0016495838416616026,95.0,0.10499999999998977,0.15567299999998482,94.591455,95.39763500000001,94.477,95.671,mentor_target
PKG_E,RCP_3,Power_Efficiency,1680,94.98277023809524,0.15676571235991557,0.0016504647313080865,95.0,0.10299999999999443,0.15270779999999173,94.57576499999999,95.392025,94.486,95.455,mentor_target
PKG_E,RCP_4,Power_Efficiency,1731,94.97985904101675,0.15272315730772307,0.0016079530844720464,95.0,0.10699999999999932,0.15863819999999898,94.60555000000001,95.3682,94.319,95.443,mentor_target
PKG_E,RCP_5,Power_Efficiency,1670,94.99156946107784,0.15683150033781904,0.0016510044125766306,95.0,0.1039999999999992,0.1541903999999988,94.577345,95.38593,94.288,95.596,mentor_target
PKG_E,RCP_6,Power_Efficiency,1666,94.97731392557021,0.15636764412846477,0.0016463683554054141,95.0,0.1039999999999992,0.1541903999999988,94.5613,95.377675,94.488,95.467,mentor_target
PKG_E,RCP_7,Power_Efficiency,1656,94.9823031400966,0.1552448564441657,0.0016344608554625516,95.0,0.1074999999999946,0.15937949999999199,94.578925,95.35272499999999,94.41,95.47,mentor_target
PKG_E,RCP_8,Power_Efficiency,1758,94.98364334470989,0.15261818503201782,0.0016067838593866476,95.0,0.10500000000000398,0.1556730000000059,94.591355,95.35143,94.485,95.463,mentor_target
PKG_E,RCP_9,Power_Efficiency,1697,94.98367059516794,0.1546390442263296,0.0016280592575266984,95.0,0.10699999999999932,0.15863819999999898,94.60544,95.38464,94.444,95.509,mentor_target
PKG_F,RCP_1,Power_Efficiency,1758,94.98295620022753,0.1513599546517487,0.0015935485765749004,95.0,0.10500000000000398,0.1556730000000059,94.610355,95.366365,94.484,95.498,mentor_target
PKG_F,RCP_2,Power_Efficiency,1691,94.97810821998817,0.15516789760509878,0.001633722765310287,95.0,0.10899999999999466,0.16160339999999207,94.59645,95.37975,94.468,95.488,mentor_target
PKG_F,RCP_3,Power_Efficiency,1674,94.98510633213859,0.15659991830444417,0.0016486786650199072,95.0,0.10850000000000648,0.1608621000000096,94.58711,95.370635,94.446,95.561,mentor_target
PKG_F,RCP_4,Power_Efficiency,1788,94.97815548098434,0.1555235337325139,0.0016374663515512408,95.0,0.10600000000000165,0.15715560000000245,94.56887,95.37438999999999,94.51,95.453,mentor_target
PKG_F,RCP_5,Power_Efficiency,1673,94.98179736999401,0.15619766551002698,0.0016445010500440568,95.0,0.10599999999999454,0.1571555999999919,94.58528,95.37356,94.276,95.534,mentor_target
PKG_F,RCP_6,Power_Efficiency,1695,94.9781610619469,0.15138217395569303,0.001593862970846089,95.0,0.09900000000000375,0.14677740000000555,94.57852,95.3696,94.459,95.499,mentor_target
PKG_F,RCP_7,Power_Efficiency,1674,94.97457467144564,0.15373288088341708,0.001618674065298418,95.0,0.10500000000000398,0.1556730000000059,94.57609500000001,95.353905,94.505,95.457,mentor_target
PKG_F,RCP_8,Power_Efficiency,1724,94.98443213457077,0.1559578180461582,0.001641930309434312,95.0,0.10699999999999932,0.15863819999999898,94.599305,95.383155,94.525,95.469,mentor_target
PKG_F,RCP_9,Power_Efficiency,1611,94.99150341402856,0.15457757450915444,0.0016272779033237837,95.0,0.1039999999999992,0.1541903999999988,94.57924999999999,95.3618,94.478,95.513,mentor_target
PKG_A,RCP_1,Laser_Centering_Position,1737,0.006658031088082901,0.15143910821453083,22.74532909369996,0.0,0.103,0.15270779999999998,-0.40432,0.3722799999999997,-0.561,0.556,mentor_target
PKG_A,RCP_2,Laser_Centering_Position,1650,0.0072921212121212125,0.15123205194007627,20.739102867447293,0.0,0.0995,0.1475187,-0.379285,0.3790199999999995,-0.569,0.598,mentor_target
PKG_A,RCP_3,Laser_Centering_Position,1632,0.007482230392156863,0.1542387399232815,20.61400569607693,0.0,0.10300000000000001,0.1527078,-0.381845,0.4016900000000001,-0.488,0.575,mentor_target
PKG_A,RCP_4,Laser_Centering_Position,1602,0.008942571785268414,0.15156889437410645,16.94913924244859,0.0,0.101,0.1497426,-0.36687499999999995,0.4219299999999985,-0.547,0.513,mentor_target
PKG_A,RCP_5,Laser_Centering_Position,1690,0.002840828402366864,0.14778608583247593,52.0221797660663,0.0,0.097,0.1438122,-0.39211,0.36522000000000027,-0.503,0.497,mentor_target
PKG_A,RCP_6,Laser_Centering_Position,1613,0.010582145071295722,0.15393875946659882,14.547027887962031,0.0,0.103,0.15270779999999998,-0.37757999999999997,0.4386800000000012,-0.517,0.545,mentor_target
PKG_A,RCP_7,Laser_Centering_Position,1706,0.004763188745603751,0.15175598627866219,31.860166452300973,0.0,0.10750000000000001,0.1593795,-0.362475,0.36679999999999924,-0.474,0.457,mentor_target
PKG_A,RCP_8,Laser_Centering_Position,1700,0.005023529411764705,0.14715726345530356,29.293600453631857,0.0,0.0995,0.1475187,-0.35803999999999997,0.38451499999999966,-0.443,0.485,mentor_target
PKG_A,RCP_9,Laser_Centering_Position,1736,0.007512672811059907,0.15109826892128037,20.11245168282033,0.0,0.102,0.15122519999999998,-0.3733,0.3859750000000001,-0.495,0.613,mentor_target
PKG_B,RCP_1,Laser_Centering_Position,1765,0.008824362606232294,0.15183360318757055,17.206183603599488,0.0,0.103,0.15270779999999998,-0.379,0.39990000000000037,-0.59,0.543,mentor_target
PKG_B,RCP_2,Laser_Centering_Position,1749,0.008368210405946255,0.14748497746192407,17.62443465297248,0.0,0.097,0.1438122,-0.37204,0.39326,-0.615,0.564,mentor_target
PKG_B,RCP_3,Laser_Centering_Position,1673,0.0035786013150029884,0.15478963173307708,43.2542264722629,0.0,0.103,0.15270779999999998,-0.39068,0.4158400000000006,-0.582,0.51,mentor_target
PKG_B,RCP_4,Laser_Centering_Position,1707,0.012034563561804334,0.1508250210147414,12.53265398783837,0.0,0.102,0.15122519999999998,-0.38516,0.4059400000000001,-0.498,0.556,mentor_target
PKG_B,RCP_5,Laser_Centering_Position,1646,0.0006099635479951397,0.14933788945172402,244.8308426668703,0.0,0.10099999999999999,0.14974259999999998,-0.354,0.37087500000000045,-0.427,0.534,mentor_target
PKG_B,RCP_6,Laser_Centering_Position,1613,0.0013632982021078734,0.14474172065886465,106.17025712721633,0.0,0.09799999999999999,0.14529479999999997,-0.35475999999999996,0.349,-0.577,0.451,mentor_target
PKG_B,RCP_7,Laser_Centering_Position,1605,0.0034261682242990653,0.14939763612215187,43.604874700137074,0.0,0.1,0.14826,-0.34697999999999996,0.38696,-0.497,0.573,mentor_target
PKG_B,RCP_8,Laser_Centering_Position,1633,0.010538885486834048,0.15563696953885167,14.76787746989801,0.0,0.106,0.15715559999999998,-0.37636000000000003,0.404,-0.663,0.561,mentor_target
PKG_B,RCP_9,Laser_Centering_Position,1640,0.004404268292682928,0.14971025701532978,33.99208383014548,0.0,0.1,0.14826,-0.376805,0.39661000000000013,-0.634,0.432,mentor_target
PKG_C,RCP_1,Laser_Centering_Position,1627,0.0057572218807621384,0.15158847132540035,26.330142291707737,0.0,0.10400000000000001,0.1541904,-0.39979000000000003,0.38347999999999954,-0.442,0.508,mentor_target
PKG_C,RCP_2,Laser_Centering_Position,1738,0.006014384349827388,0.15073395688191038,25.062242137258227,0.0,0.106,0.15715559999999998,-0.382315,0.36631500000000006,-0.514,0.423,mentor_target
PKG_C,RCP_3,Laser_Centering_Position,1706,0.006291324736225088,0.15002092564030625,23.84568146299846,0.0,0.105,0.15567299999999998,-0.393425,0.3798999999999996,-0.572,0.536,mentor_target
PKG_C,RCP_4,Laser_Centering_Position,1637,0.006433720219914478,0.14539534683686284,22.59895392821349,0.0,0.099,0.1467774,-0.33028,0.3905599999999995,-0.416,0.493,mentor_target
PKG_C,RCP_5,Laser_Centering_Position,1697,0.0013965822038892162,0.14626286852790046,104.72915100921819,0.0,0.096,0.1423296,-0.37052,0.3768399999999997,-0.428,0.503,mentor_target
PKG_C,RCP_6,Laser_Centering_Position,1630,0.008821472392638037,0.1441182692658979,16.33721252544778,0.0,0.0975,0.1445535,-0.335855,0.38511500000000026,-0.481,0.432,mentor_target
PKG_C,RCP_7,Laser_Centering_Position,1676,0.00584307875894988,0.15022959886769452,25.710692096625756,0.0,0.10099999999999999,0.14974259999999998,-0.34724999999999995,0.386875,-0.509,0.57,mentor_target
PKG_C,RCP_8,Laser_Centering_Position,1692,0.0042299054373522455,0.14770082113728203,34.91823241082594,0.0,0.101,0.1497426,-0.374725,0.36790500000000065,-0.456,0.486,mentor_target
PKG_C,RCP_9,Laser_Centering_Position,1784,0.0012449551569506728,0.14882454739845385,119.54209480362073,0.0,0.10099999999999999,0.14974259999999998,-0.40525500000000003,0.351,-0.612,0.516,mentor_target
PKG_D,RCP_1,Laser_Centering_Position,1706,0.0012649472450175856,0.15126064635000105,119.57862033044563,0.0,0.1,0.14826,-0.402475,0.3793749999999996,-0.612,0.547,mentor_target
PKG_D,RCP_2,Laser_Centering_Position,1611,0.0024227188081936686,0.15304032499180487,63.168835142658885,0.0,0.10300000000000001,0.1527078,-0.38755,0.37240000000000056,-0.518,0.502,mentor_target
PKG_D,RCP_3,Laser_Centering_Position,1671,-0.0003913824057450624,0.15141441335751088,-386.87077174373235,0.0,0.10300000000000001,0.1527078,-0.3735,0.37575000000000136,-0.712,0.465,mentor_target
PKG_D,RCP_4,Laser_Centering_Position,1595,0.0023655172413793108,0.14921953777524288,63.08114570673532,0.0,0.101,0.1497426,-0.38003,0.3720899999999999,-0.491,0.485,mentor_target
PKG_D,RCP_5,Laser_Centering_Position,1681,0.008702558001189768,0.1494776446078155,17.176288234721298,0.0,0.09999999999999999,0.14825999999999998,-0.38,0.38879999999999976,-0.447,0.509,mentor_target
PKG_D,RCP_6,Laser_Centering_Position,1690,0.0014627218934911246,0.15055798359700256,102.93001305782131,0.0,0.1035,0.15344909999999998,-0.39055500000000004,0.3869950000000006,-0.527,0.523,mentor_target
PKG_D,RCP_7,Laser_Centering_Position,1655,0.00719154078549849,0.15170438040346096,21.094836965865223,0.0,0.10099999999999999,0.14974259999999998,-0.41584,0.3576500000000001,-0.501,0.486,mentor_target
